fir_case_number,accused_full_name,role
KAR/MAN/2024/0250,Logan Radhakrishnan,Primary Suspect
KAR/BEN/2024/1521,Vihaan Lad,Primary Suspect
KAR/BEN/2024/1035,Vasatika Kala,Accomplice
KAR/BEN/2024/1090,Faras Guha,Accomplice
KAR/BEN/2024/0444,Aarav Shetty,Co-conspirator
KAR/MYS/2024/0483,Pranit Ganesh,Co-conspirator
KAR/BEL/2024/1477,Parth Khurana,Accomplice
KAR/CHI/2024/2107,Anita Rout,Accomplice
KAR/UDU/2024/1851,Azad Rai,Co-conspirator
KAR/RAI/2024/2181,Abhiram Minhas,Co-conspirator
KAR/BEN/2024/2248,Jacob Mistry,Co-conspirator
KAR/BEL/2024/1913,Raksha Mistry,Co-conspirator
KAR/BEN/2024/1107,Ekavir Munshi,Accomplice
KAR/DAV/2024/0284,Bachittar Wali,Primary Suspect
KAR/UDU/2024/0124,Imaran Aggarwal,Co-conspirator
KAR/DAV/2024/0825,Zashil Dayal,Co-conspirator
KAR/SHI/2024/0865,Aayush Basak,Co-conspirator
KAR/CHI/2024/0497,Udant Srinivas,Primary Suspect
KAR/MAN/2024/1760,Nathaniel Krishna,Primary Suspect
KAR/BID/2024/0963,Aarna Pau,Primary Suspect
KAR/MYS/2024/0939,Noah Anne,Co-conspirator
KAR/MAN/2024/2020,Samarth Saxena,Co-conspirator
KAR/BEN/2024/0982,Krish Tiwari,Co-conspirator
KAR/MAN/2024/1237,Riya Jhaveri,Accomplice
KAR/MAN/2024/0843,Lohit Varty,Co-conspirator
KAR/BEN/2024/1811,Teerth Bala,Co-conspirator
KAR/KAL/2024/1540,Praneel Wason,Accomplice
KAR/HUB/2024/0681,Abdul Sampath,Primary Suspect
KAR/TUM/2024/2302,Reva Vasa,Co-conspirator
KAR/RAI/2024/0702,Matthew Hari,Primary Suspect
KAR/BEN/2024/1085,Arya Jaggi,Co-conspirator
KAR/SHI/2024/1005,Udarsh Kapur,Primary Suspect
KAR/BEN/2024/1088,Chakradev Vora,Accomplice
KAR/BEN/2024/2303,Pranit Chahal,Primary Suspect
KAR/KOL/2024/2301,Qabil Bali,Co-conspirator
KAR/BEN/2024/2284,Warjas Yohannan,Primary Suspect
KAR/BEN/2024/1456,Abhimanyu Saha,Co-conspirator
KAR/KOP/2024/2100,Harrison Ramakrishnan,Co-conspirator
KAR/HAS/2024/1549,Jeet Bajwa,Accomplice
KAR/BEN/2024/1482,Mason Sur,Accomplice
KAR/BEN/2024/0091,Rudra Vora,Co-conspirator
KAR/DAV/2024/0095,Eiravati Dutt,Co-conspirator
KAR/MYS/2024/2476,Pahal Upadhyay,Co-conspirator
KAR/BEN/2024/2243,Chandresh Bedi,Accomplice
KAR/MAN/2024/0096,Dhruv Agrawal,Accomplice
KAR/MYS/2024/1426,Janya Goda,Primary Suspect
KAR/CHI/2024/0135,Ekansh Konda,Accomplice
KAR/BEN/2024/1807,Krishna Dubey,Accomplice
KAR/MAN/2024/0246,Arjun Garg,Accomplice
KAR/KOL/2024/1940,Harita Keer,Co-conspirator
KAR/BEN/2024/0822,Zashil Ahuja,Primary Suspect
KAR/HUB/2024/0675,Advaith Bansal,Primary Suspect
KAR/MYS/2024/1939,Chaitanya Lall,Co-conspirator
KAR/MYS/2024/0816,Abhimanyu Saha,Primary Suspect
KAR/HAS/2024/1369,Karan Patil,Co-conspirator
KAR/MAN/2024/1949,Nikita Purohit,Primary Suspect
KAR/BID/2024/2391,Rohan Wadhwa,Primary Suspect
KAR/BEN/2024/0357,Dalbir Varghese,Primary Suspect
KAR/BEN/2024/0883,Zehaan Iyer,Accomplice
KAR/BEN/2024/0770,Bahadurjit Memon,Co-conspirator
KAR/MAN/2024/0889,Anita Bhatnagar,Primary Suspect
KAR/HUB/2024/1234,Banjeet Nadig,Co-conspirator
KAR/BEN/2024/2050,Damini Deep,Primary Suspect
KAR/BEN/2024/0506,Amrita Mukherjee,Primary Suspect
KAR/BEN/2024/2472,Kiaan Dayal,Primary Suspect
KAR/BID/2024/1816,Teerth Sharaf,Accomplice
KAR/SHI/2024/0584,Patrick Agarwal,Co-conspirator
KAR/HUB/2024/2287,Tarak Ravi,Co-conspirator
KAR/BEN/2024/2184,Yuvraj Mishra,Co-conspirator
KAR/SHI/2024/0052,Mason Baral,Co-conspirator
KAR/MAN/2024/2077,Samesh Chakraborty,Primary Suspect
KAR/BEN/2024/2351,Rudra Vora,Accomplice
KAR/BEN/2024/1239,Kai Chacko,Co-conspirator
KAR/VIJ/2024/1101,Rushil Kakar,Primary Suspect
KAR/HUB/2024/0921,Baljiwan Buch,Primary Suspect
KAR/BEN/2024/0507,Qabil Chowdhury,Accomplice
KAR/BEN/2024/0353,Gagan Gade,Co-conspirator
KAR/SHI/2024/0280,Rehaan Chaudry,Co-conspirator
KAR/BEN/2024/2243,Kashvi Gola,Co-conspirator
KAR/KOP/2024/1230,Amruta Ahuja,Co-conspirator
KAR/KOP/2024/1899,Aryan Kant,Primary Suspect
KAR/VIJ/2024/1596,Girik Bhavsar,Primary Suspect
KAR/KOL/2024/0744,Balhaar Parikh,Primary Suspect
KAR/BEN/2024/1836,Jonathan Pall,Primary Suspect
KAR/BID/2024/1041,Manthan Rajagopal,Primary Suspect
KAR/BEN/2024/2400,Tanmayi Jaggi,Accomplice
KAR/BEN/2024/2197,Hardik Dalal,Accomplice
KAR/BEN/2024/0734,Faqid Kara,Co-conspirator
KAR/DAV/2024/0284,Eta Nayak,Co-conspirator
KAR/KOL/2024/0070,Aditya Bala,Co-conspirator
KAR/MAN/2024/1915,Bakhshi Sahni,Primary Suspect
KAR/MAN/2024/0351,Lakshit Mangat,Primary Suspect
KAR/HUB/2024/0794,Rajeshri Peri,Co-conspirator
KAR/KOL/2024/1030,Ishaan Ray,Accomplice
KAR/DAV/2024/0673,Chandani Nadkarni,Accomplice
KAR/BEN/2024/2198,Nidhi Pathak,Co-conspirator
KAR/BEN/2024/0579,Ekaraj Gill,Co-conspirator
KAR/CHI/2024/0851,Bina Ramesh,Co-conspirator
KAR/KOP/2024/2464,Unni Atwal,Co-conspirator
KAR/HUB/2024/0062,Siddharth Sule,Co-conspirator
KAR/SHI/2024/0519,William Kakar,Primary Suspect
KAR/MAN/2024/0381,Om Majumdar,Primary Suspect
KAR/MAN/2024/0753,Udant Ghosh,Accomplice
KAR/BEN/2024/1511,Ronith Raval,Accomplice
KAR/KOL/2024/0281,Prisha Khatri,Co-conspirator
KAR/BEN/2024/2411,Girik Chowdhury,Co-conspirator
KAR/BEN/2024/2219,Vyanjana Baria,Co-conspirator
KAR/BEN/2024/0944,George Sem,Primary Suspect
KAR/BEN/2024/0438,Dhruv Vasa,Accomplice
KAR/BEN/2024/2268,Shaurya Batra,Co-conspirator
KAR/DAV/2024/2465,Gaurika Setty,Accomplice
KAR/KOP/2024/1735,Dakshesh Chana,Primary Suspect
KAR/TUM/2024/2412,Jeremiah Grewal,Accomplice
KAR/BEN/2024/0326,Tamanna Dash,Primary Suspect
KAR/SHI/2024/1037,Qadim Kala,Co-conspirator
KAR/KOL/2024/0180,Jatin Tailor,Primary Suspect
KAR/CHI/2024/1154,Amol Kulkarni,Co-conspirator
KAR/BEN/2024/1326,Pahal Upadhyay,Co-conspirator
KAR/BEN/2024/0179,Madhav Hayre,Primary Suspect
KAR/BEN/2024/1657,Girindra Barman,Primary Suspect
KAR/BAL/2024/0242,Zayyan Tailor,Accomplice
KAR/BEN/2024/1217,Oscar Kuruvilla,Co-conspirator
KAR/VIJ/2024/0554,Raghav Rajagopalan,Co-conspirator
KAR/DAV/2024/1847,Shivani Uppal,Co-conspirator
KAR/MAN/2024/1547,Kalpit Kala,Primary Suspect
KAR/BEN/2024/0025,Radhika Kaur,Accomplice
KAR/BEN/2024/1345,Aditya Guha,Accomplice
KAR/BEN/2024/2477,Victor Chauhan,Co-conspirator
KAR/BAL/2024/1092,Alexander Mahal,Primary Suspect
KAR/BID/2024/0931,Jairaj Sethi,Accomplice
KAR/BAL/2024/1664,Watika Palla,Accomplice
KAR/KOP/2024/1923,Chandran Nayak,Co-conspirator
KAR/BEN/2024/0102,Dalbir Kapadia,Co-conspirator
KAR/MYS/2024/1119,Nachiket Dasgupta,Co-conspirator
KAR/BEN/2024/1716,Baghyawati Dayal,Accomplice
KAR/SHI/2024/0803,Amrita Mukherjee,Co-conspirator
KAR/MAN/2024/1671,Ekapad Behl,Co-conspirator
KAR/RAI/2024/1629,Mason Baral,Accomplice
KAR/BEN/2024/2415,Nathaniel Das,Accomplice
KAR/BEN/2024/0593,Bachittar Wali,Accomplice
KAR/BEN/2024/1795,Rushil Borde,Accomplice
KAR/KOL/2024/0070,Manthan Sibal,Primary Suspect
KAR/RAI/2024/0195,Zehaan Wagle,Primary Suspect
KAR/BEN/2024/1587,Baljiwan Iyengar,Co-conspirator
KAR/RAI/2024/1686,Yuvraj Subramanian,Primary Suspect
KAR/RAI/2024/2404,Dakshesh Walla,Co-conspirator
KAR/KAL/2024/0751,Omkaar Madan,Primary Suspect
KAR/BAL/2024/0905,Samarth Peri,Primary Suspect
KAR/BEN/2024/1241,Omisha Chahal,Co-conspirator
KAR/BAL/2024/2322,Balendra D’Alia,Accomplice
KAR/BEN/2024/0748,Yatan Hari,Accomplice
KAR/BEN/2024/1575,Chatresh Rastogi,Accomplice
KAR/VIJ/2024/2199,Sai Bali,Primary Suspect
KAR/RAI/2024/0515,Banjeet Badal,Accomplice
KAR/HUB/2024/0768,Victor Baral,Accomplice
KAR/BEN/2024/1311,Meghana Khalsa,Primary Suspect
KAR/BEN/2024/1358,Charan Suri,Primary Suspect
KAR/MAN/2024/2170,Charan Master,Primary Suspect
KAR/BEN/2024/1055,Samuel Khare,Accomplice
KAR/UDU/2024/2387,Azad Bala,Primary Suspect
KAR/VIJ/2024/0392,Ekbal Warrior,Co-conspirator
KAR/BEL/2024/2069,Ethan Bhardwaj,Accomplice
KAR/CHI/2024/1062,Harrison Baral,Co-conspirator
KAR/BEL/2024/1478,Rachit Keer,Co-conspirator
KAR/KAL/2024/1194,Kalpit Talwar,Accomplice
KAR/BAL/2024/0632,Jairaj Warrior,Co-conspirator
KAR/HUB/2024/1468,Odika Borah,Primary Suspect
KAR/RAI/2024/1454,Vihaan Date,Accomplice
KAR/KOL/2024/2418,Geetika Saraf,Co-conspirator
KAR/BEN/2024/1604,Samaksh Kala,Accomplice
KAR/KAL/2024/1617,Jeet Bajwa,Accomplice
KAR/BEN/2024/0320,Onkar Mody,Co-conspirator
KAR/MAN/2024/1719,Pooja Sachar,Accomplice
KAR/KAL/2024/2074,Dhruv Sane,Accomplice
KAR/VIJ/2024/2199,Banjeet Badal,Accomplice
KAR/BEN/2024/0504,Abhiram Minhas,Co-conspirator
KAR/HAS/2024/1625,Ekapad Borde,Primary Suspect
KAR/BEN/2024/2296,Ekbal Gopal,Accomplice
KAR/KAL/2024/2074,Onveer Bhatnagar,Co-conspirator
KAR/BEN/2024/2449,Rudra Tank,Primary Suspect
KAR/BEN/2024/2251,Shivani Sastry,Co-conspirator
KAR/BAL/2024/0196,Matthew Prasad,Co-conspirator
KAR/MYS/2024/1288,Lohit Nanda,Primary Suspect
KAR/CHI/2024/0851,Ekbal Agarwal,Co-conspirator
KAR/HAS/2024/2285,Gopal Sarin,Accomplice
KAR/VIJ/2024/0824,Liam Sur,Co-conspirator
KAR/MAN/2024/0601,Widisha Tara,Accomplice
KAR/KAL/2024/2091,Warjas Mitra,Primary Suspect
KAR/MYS/2024/0859,Anmol Ganguly,Accomplice
KAR/BEN/2024/2113,Yatin Lalla,Primary Suspect
KAR/HAS/2024/1089,Hitesh Narain,Primary Suspect
KAR/BEN/2024/2139,Omkaar Guha,Co-conspirator
KAR/HUB/2024/2072,Chatresh Rastogi,Accomplice
KAR/BEN/2024/1978,Raksha Chowdhury,Co-conspirator
KAR/BEN/2024/1978,Champak Ramanathan,Accomplice
KAR/BID/2024/1765,Vedant Ravi,Accomplice
KAR/BEN/2024/0010,Chandani Parmer,Accomplice
KAR/BEN/2024/1181,Warinder Kalita,Co-conspirator
KAR/KAL/2024/0751,Jai Radhakrishnan,Accomplice
KAR/BEN/2024/0544,Rajeshri Bhalla,Primary Suspect
KAR/BEN/2024/0683,Hredhaan Mammen,Co-conspirator
KAR/VIJ/2024/1446,Henry Gala,Accomplice
KAR/BEN/2024/2169,Thomas Bhatt,Accomplice
KAR/BEL/2024/1142,Yatan Pillay,Accomplice
KAR/TUM/2024/2026,Michael Chadha,Co-conspirator
KAR/BAL/2024/2334,Rajata Mohanty,Accomplice
KAR/TUM/2024/0532,Krishna Lata,Primary Suspect
KAR/BEN/2024/0741,Daniel Swamy,Co-conspirator
KAR/BID/2024/1211,Dipta Tiwari,Co-conspirator
KAR/MAN/2024/1259,Onveer Singh,Primary Suspect
KAR/BEN/2024/0102,Gayathri Minhas,Co-conspirator
KAR/BEN/2024/1241,Ronith Raval,Primary Suspect
KAR/UDU/2024/0429,Maanas Chauhan,Primary Suspect
KAR/MAN/2024/0568,Aditya Guha,Co-conspirator
KAR/BEN/2024/0028,Aadi Bal,Co-conspirator
KAR/KAL/2024/1835,Siddharth Varty,Co-conspirator
KAR/UDU/2024/0017,Nathan Kunda,Primary Suspect
KAR/BEN/2024/1291,Baljiwan Sarma,Accomplice
KAR/SHI/2024/1276,Amara Chakrabarti,Accomplice
KAR/VIJ/2024/2016,Samuel Bhattacharyya,Accomplice
KAR/BEN/2024/0263,Lajita Jayaraman,Co-conspirator
KAR/MYS/2024/0826,Ekavir Munshi,Co-conspirator
KAR/SHI/2024/0316,Rohan Kulkarni,Primary Suspect
KAR/KAL/2024/2221,Yug Krishna,Accomplice
KAR/BID/2024/0085,Timothy Chada,Co-conspirator
KAR/MAN/2024/1236,Chanakya Nanda,Primary Suspect
KAR/KOP/2024/0199,Brijesh Chakraborty,Accomplice
KAR/MAN/2024/1114,Pallavi Rajagopalan,Co-conspirator
KAR/SHI/2024/0211,Dalbir Kapadia,Primary Suspect
KAR/BEN/2024/1688,Peter Char,Co-conspirator
KAR/UDU/2024/1391,Fiyaz Wali,Primary Suspect
KAR/BEN/2024/1272,Vedika Thaker,Accomplice
KAR/BEN/2024/1386,Chatura Sankar,Primary Suspect
KAR/BEL/2024/2497,Rayaan Sunder,Primary Suspect
KAR/CHI/2024/0077,Gavin Wali,Primary Suspect
KAR/HUB/2024/1039,Hemang Dani,Accomplice
KAR/CHI/2024/2325,Brijesh Chakraborty,Primary Suspect
KAR/BEN/2024/0572,Bhavini Dhingra,Primary Suspect
KAR/BEN/2024/0300,Faqid Kara,Co-conspirator
KAR/BAL/2024/0905,Jairaj Pillai,Co-conspirator
KAR/HUB/2024/1234,Bahadurjit Raja,Accomplice
KAR/CHI/2024/0031,Qarin Dube,Primary Suspect
KAR/HAS/2024/2274,Chakradev Khatri,Co-conspirator
KAR/HUB/2024/0839,Shivansh Char,Co-conspirator
KAR/VIJ/2024/1546,Gaurangi Mital,Primary Suspect
KAR/BEN/2024/0988,Hardik Sarna,Accomplice
KAR/BAL/2024/1092,Triya Mutti,Co-conspirator
KAR/KAL/2024/2153,Bhavna Sami,Primary Suspect
KAR/SHI/2024/0560,Akshay Chander,Primary Suspect
KAR/KOL/2024/1624,Mitali Thaman,Primary Suspect
KAR/KOP/2024/1642,Widisha Tara,Primary Suspect
KAR/MAN/2024/1166,Darpan Rai,Co-conspirator
KAR/BEN/2024/1362,Isaac Lad,Accomplice
KAR/BEN/2024/0884,Sarthak Chaudhari,Accomplice
KAR/SHI/2024/1306,Ati Pai,Co-conspirator
KAR/HUB/2024/1627,Chatura Merchant,Primary Suspect
KAR/SHI/2024/0962,Anirudh Panchal,Co-conspirator
KAR/BEN/2024/0614,Agastya Lala,Accomplice
KAR/MYS/2024/0036,Bakhshi Sahni,Co-conspirator
KAR/KOP/2024/0199,Yash Bir,Co-conspirator
KAR/RAI/2024/0117,Jack Dass,Primary Suspect
KAR/RAI/2024/1831,Isaac Krish,Accomplice
KAR/BEN/2024/2071,Mitesh Parmer,Accomplice
KAR/BEN/2024/1332,Yug Krishna,Primary Suspect
KAR/TUM/2024/0011,Liam Bhatnagar,Primary Suspect
KAR/BEL/2024/0121,Eshana Gandhi,Primary Suspect
KAR/MAN/2024/0190,Logan Pau,Co-conspirator
KAR/RAI/2024/1520,Naksh Mitra,Co-conspirator
KAR/BID/2024/1041,Samuel Varty,Co-conspirator
KAR/DAV/2024/1193,Fariq Hegde,Co-conspirator
KAR/KOL/2024/0067,Mason Iyengar,Primary Suspect
KAR/HUB/2024/2455,Orinder Oak,Primary Suspect
KAR/MYS/2024/2323,Neelima Aggarwal,Accomplice
KAR/BEN/2024/1486,Ethan Karnik,Accomplice
KAR/BEN/2024/0338,Anya Kapoor,Co-conspirator
KAR/KAL/2024/1359,Krish Kalita,Primary Suspect
KAR/BID/2024/1523,Hitesh Karpe,Accomplice
KAR/RAI/2024/2494,Rudra Anne,Accomplice
KAR/KAL/2024/1258,Balveer Doctor,Primary Suspect
KAR/BEN/2024/1717,Gaurang Chaudhry,Primary Suspect
KAR/BEN/2024/0527,Ganga Zachariah,Primary Suspect
KAR/MAN/2024/1839,Nihal Palla,Accomplice
KAR/UDU/2024/1391,Caleb Dani,Co-conspirator
KAR/BEN/2024/2393,Theodore Magar,Primary Suspect
KAR/BEN/2024/1177,Udant Srinivas,Primary Suspect
KAR/BEN/2024/1563,Tejas Deshmukh,Co-conspirator
KAR/UDU/2024/0536,Gautami Mallick,Co-conspirator
KAR/BAL/2024/0487,Hiral Madan,Accomplice
KAR/MYS/2024/1426,Daksh Patil,Co-conspirator
KAR/MYS/2024/0453,Liam Parmar,Accomplice
KAR/BEN/2024/2430,Ekapad Borde,Primary Suspect
KAR/UDU/2024/2387,Samesh Tank,Accomplice
KAR/VIJ/2024/0314,Krisha Kannan,Co-conspirator
KAR/BEN/2024/1967,Victor Baral,Primary Suspect
KAR/RAI/2024/1759,Shaurya Warrior,Accomplice
KAR/MAN/2024/1566,Vincent Dhaliwal,Primary Suspect
KAR/TUM/2024/2302,Quincy Dubey,Co-conspirator
KAR/BEL/2024/0598,Madhav Contractor,Co-conspirator
KAR/BEN/2024/0128,Girik Khare,Co-conspirator
KAR/KOL/2024/0166,Wahab Kannan,Accomplice
KAR/BEN/2024/0026,Ishaan Ray,Accomplice
KAR/BEL/2024/2148,Qarin Thakur,Accomplice
KAR/BEN/2024/0897,Rajeshri Peri,Primary Suspect
KAR/SHI/2024/0316,Balveer Misra,Co-conspirator
KAR/BEN/2024/1863,Girik Gokhale,Primary Suspect
KAR/RAI/2024/0470,Harsh Kannan,Primary Suspect
KAR/KOL/2024/0573,Sathvik Ganesan,Co-conspirator
KAR/DAV/2024/1877,Madhav Hayre,Co-conspirator
KAR/SHI/2024/0962,Vyanjana Bhargava,Primary Suspect
KAR/BEN/2024/1402,Vaishnavi Bedi,Primary Suspect
KAR/DAV/2024/2317,Lohit Chahal,Primary Suspect
KAR/VIJ/2024/0220,Forum Bawa,Accomplice
KAR/KAL/2024/0818,Sarthak Parekh,Primary Suspect
KAR/UDU/2024/1515,George Bhandari,Primary Suspect
KAR/KOP/2024/1749,Faraj Solanki,Accomplice
KAR/HAS/2024/0914,Aayush Guha,Co-conspirator
KAR/BEN/2024/2314,Qarin Banik,Accomplice
KAR/DAV/2024/1407,Amrita Loyal,Accomplice
KAR/UDU/2024/0648,Abhimanyu Contractor,Co-conspirator
KAR/KOL/2024/0713,Ayaan Ganguly,Primary Suspect
KAR/MAN/2024/0455,Kashvi Mallick,Accomplice
KAR/BAL/2024/1926,Chatresh Dugar,Accomplice
KAR/BEN/2024/1218,Advika Agrawal,Co-conspirator
KAR/MAN/2024/0048,Meera Koshy,Accomplice
KAR/BEN/2024/0160,Sudiksha Ghose,Accomplice
KAR/VIJ/2024/1693,Zashil Dayal,Co-conspirator
KAR/TUM/2024/1673,Gaurav Raju,Accomplice
KAR/UDU/2024/1519,Rudra Dasgupta,Co-conspirator
KAR/BEN/2024/0562,Girik Date,Primary Suspect
KAR/BEL/2024/2190,Faraj Minhas,Co-conspirator
KAR/BEL/2024/1837,Eta Dada,Accomplice
KAR/VIJ/2024/0021,Vihaan Aggarwal,Accomplice
KAR/MYS/2024/0092,Janaki Sankaran,Co-conspirator
KAR/BEN/2024/1218,Rehaan Brar,Accomplice
KAR/MAN/2024/1980,Sudiksha Rastogi,Co-conspirator
KAR/BAL/2024/2280,Yuvraj Dixit,Co-conspirator
KAR/VIJ/2024/1355,Imaran Sane,Primary Suspect
KAR/UDU/2024/2196,Gayathri Rege,Co-conspirator
KAR/BEL/2024/0524,Manbir Varkey,Co-conspirator
KAR/HAS/2024/0978,Charan Suri,Accomplice
KAR/BEL/2024/1295,Farhan Walla,Primary Suspect
KAR/BEN/2024/2296,Balendra Warrior,Primary Suspect
KAR/BEN/2024/1871,Faqid Kanda,Primary Suspect
KAR/KOP/2024/1923,Om Arya,Accomplice
KAR/HUB/2024/0402,Falan Mutti,Co-conspirator
KAR/BEN/2024/1782,Ekapad Choudhury,Accomplice
KAR/BEN/2024/1165,Jairaj Chaudry,Co-conspirator
KAR/RAI/2024/0056,Parth Jhaveri,Accomplice
KAR/UDU/2024/0536,Hemangini Kant,Co-conspirator
KAR/BEN/2024/0607,Warjas Yohannan,Primary Suspect
KAR/RAI/2024/2398,Jeremiah Grewal,Co-conspirator
KAR/CHI/2024/1240,Nathaniel Shroff,Accomplice
KAR/BEN/2024/0975,Rehaan Char,Primary Suspect
KAR/BID/2024/1523,Omkaar Nagar,Accomplice
KAR/MYS/2024/0479,Ethan Ghosh,Accomplice
KAR/KOL/2024/0043,Madhav Contractor,Accomplice
KAR/VIJ/2024/0049,Harrison Kota,Co-conspirator
KAR/MAN/2024/1645,Reyansh Chanda,Primary Suspect
KAR/BEN/2024/0041,Onveer Bhatnagar,Accomplice
KAR/KAL/2024/0413,Urishilla Nagarajan,Co-conspirator
KAR/KAL/2024/1541,Mason Sharma,Co-conspirator
KAR/DAV/2024/1086,Ekiya Bala,Primary Suspect
KAR/BID/2024/2278,Pranit Deshpande,Co-conspirator
KAR/RAI/2024/0332,Om Roy,Co-conspirator
KAR/BID/2024/1428,Parth Thaman,Co-conspirator
KAR/KOL/2024/0473,Ekansh Dutta,Accomplice
KAR/BAL/2024/1869,Chanakya Gola,Primary Suspect
KAR/RAI/2024/2367,Aarush Wable,Co-conspirator
KAR/BEN/2024/1131,Rushil Virk,Co-conspirator
KAR/KAL/2024/2115,Ayushman Sankar,Accomplice
KAR/HAS/2024/1646,Vansha Sarraf,Accomplice
KAR/SHI/2024/0003,Vivaan Gala,Co-conspirator
KAR/BEN/2024/0736,Jatin Bumb,Primary Suspect
KAR/HUB/2024/0563,Ekapad Behl,Co-conspirator
KAR/UDU/2024/1867,Vasatika Iyer,Co-conspirator
KAR/CHI/2024/2061,Wridesh Narasimhan,Co-conspirator
KAR/BEN/2024/0104,Forum Chauhan,Accomplice
KAR/MAN/2024/1225,Daksha Nayak,Primary Suspect
KAR/UDU/2024/1185,Ekapad Gole,Primary Suspect
KAR/BEN/2024/2071,Januja Joshi,Accomplice
KAR/BEN/2024/0957,Shivansh Samra,Primary Suspect
KAR/TUM/2024/0971,Akshay Raghavan,Primary Suspect
KAR/MAN/2024/2313,Azaan Ganesh,Co-conspirator
KAR/MAN/2024/0397,Manan Sha,Accomplice
KAR/TUM/2024/2177,Arjun Goswami,Co-conspirator
KAR/MYS/2024/2361,Ekaraj Savant,Co-conspirator
KAR/BEN/2024/2191,Sanaya Agarwal,Co-conspirator
KAR/CHI/2024/0061,Eiravati Bala,Co-conspirator
KAR/BEN/2024/1128,Vyanjana Kunda,Accomplice
KAR/VIJ/2024/1460,Chatresh Kota,Co-conspirator
KAR/TUM/2024/2417,Michael Chadha,Co-conspirator
KAR/MAN/2024/0157,Daksh Sachdeva,Primary Suspect
KAR/BEN/2024/1620,Yadavi Brar,Primary Suspect
KAR/KAL/2024/1330,Gautami Dixit,Accomplice
KAR/MYS/2024/2383,Chandran Krishnamurthy,Co-conspirator
KAR/BEN/2024/1129,Vritti Kadakia,Co-conspirator
KAR/BEN/2024/1136,Yatin Biswas,Co-conspirator
KAR/BEN/2024/1085,Wyatt Sani,Primary Suspect
KAR/BEN/2024/1335,Jagdish Hegde,Co-conspirator
KAR/KOL/2024/0033,Imaran Aggarwal,Co-conspirator
KAR/BEN/2024/0054,Prisha Khatri,Co-conspirator
KAR/KOL/2024/1030,Yahvi Tara,Primary Suspect
KAR/BAL/2024/1042,Ojas Kohli,Accomplice
KAR/BEN/2024/2140,Abeer Bakshi,Co-conspirator
KAR/HUB/2024/2072,Chandresh Modi,Primary Suspect
KAR/BEN/2024/0185,Daniel Nayar,Primary Suspect
KAR/MYS/2024/0340,Netra Minhas,Primary Suspect
KAR/BEN/2024/0793,Ayush Narula,Accomplice
KAR/BEN/2024/0777,Yadavi Rama,Co-conspirator
KAR/HUB/2024/1603,Frederick Trivedi,Co-conspirator
KAR/RAI/2024/1315,Ishaan Balay,Co-conspirator
KAR/HUB/2024/0563,Oscar Kapur,Co-conspirator
KAR/BEN/2024/1656,Leela Padmanabhan,Co-conspirator
KAR/BEN/2024/0015,Imaran Rout,Primary Suspect
KAR/KOP/2024/0658,Vedant Ahuja,Co-conspirator
KAR/BEN/2024/0498,Manbir Dutta,Accomplice
KAR/BEN/2024/0338,Simon Chakrabarti,Primary Suspect
KAR/BAL/2024/1248,Ekapad Behl,Accomplice
KAR/SHI/2024/0865,Vidhi Gaba,Co-conspirator
KAR/MAN/2024/1260,Wyatt Parmar,Co-conspirator
KAR/VIJ/2024/0274,Nitesh Andra,Co-conspirator
KAR/BEN/2024/2435,Balendra Nagy,Primary Suspect
KAR/BEN/2024/2071,Yuvraj Kanda,Accomplice
KAR/BAL/2024/1590,Reva Vasa,Co-conspirator
KAR/BEN/2024/1250,Aarnav Manne,Accomplice
KAR/BEN/2024/1697,Aadi Ganesh,Primary Suspect
KAR/BEN/2024/2337,Harinakshi Srinivas,Co-conspirator
KAR/BEN/2024/2261,Chasmum Kamdar,Co-conspirator
KAR/MYS/2024/2076,Jackson Bhatia,Co-conspirator
KAR/BEN/2024/0748,Patrick Kara,Co-conspirator
KAR/BEN/2024/2286,Shaurya Luthra,Primary Suspect
KAR/VIJ/2024/0554,Mason Iyengar,Accomplice
KAR/BEN/2024/0498,Aarush Patil,Accomplice
KAR/BEN/2024/1593,Libni Bhardwaj,Primary Suspect
KAR/BEN/2024/1486,Dhruv Sane,Primary Suspect
KAR/BEN/2024/0944,Kabir Lall,Co-conspirator
KAR/RAI/2024/0117,Mohini Vaidya,Accomplice
KAR/MYS/2024/0939,Harshil Kuruvilla,Co-conspirator
KAR/BEN/2024/1782,Vihaan Ravi,Accomplice
KAR/BEN/2024/1510,Rushil Nayar,Primary Suspect
KAR/SHI/2024/1639,Chanakya Nanda,Co-conspirator
KAR/BEN/2024/1270,Falan Rau,Accomplice
KAR/KAL/2024/2318,Isha Dara,Co-conspirator
KAR/HUB/2024/0853,Wyatt Parmar,Accomplice
KAR/BEN/2024/1681,Adya Bose,Accomplice
KAR/MAN/2024/1986,Teerth Saran,Co-conspirator
KAR/BID/2024/2278,Ekbal Kulkarni,Primary Suspect
KAR/VIJ/2024/1010,Xavier Dalal,Co-conspirator
KAR/BID/2024/0329,Lucky Lall,Primary Suspect
KAR/RAI/2024/1772,Victor Wason,Primary Suspect
KAR/BEN/2024/1302,Robert Lanka,Co-conspirator
KAR/BEN/2024/2075,Chandresh Kala,Primary Suspect
KAR/MAN/2024/2470,Yuvraj Subramanian,Accomplice
KAR/KOL/2024/1584,Hritik Tiwari,Primary Suspect
KAR/TUM/2024/0234,Rushil Bose,Co-conspirator
