fir_case_number,accused_full_name,accused_role
KAR/KOL/2024/1322,Aarush Patel,Co-conspirator
KAR/KOP/2024/0507,Yash Pau,Co-conspirator
KAR/BEL/2024/1877,Warjas Dutta,Accomplice
KAR/BEN/2024/1225,Banjeet Kaur,Co-conspirator
KAR/TUM/2024/2068,Oviya Prabhakar,Primary Suspect
KAR/UDU/2024/2267,Wazir Dhillon,Accomplice
KAR/RAI/2024/1719,Hredhaan Kar,Primary Suspect
KAR/BEN/2024/2052,Rohan Swamy,Accomplice
KAR/BID/2024/0720,Gaurav Srinivasan,Primary Suspect
KAR/CHI/2024/0993,Tamanna Dey,Primary Suspect
KAR/HAS/2024/2364,Shaurya Kadakia,Accomplice
KAR/KOL/2024/0660,Ubika Walia,Primary Suspect
KAR/BEN/2024/1200,Jai Oommen,Accomplice
KAR/MYS/2024/0919,Maanas Suri,Primary Suspect
KAR/BEN/2024/0935,Ekbal Kari,Primary Suspect
KAR/UDU/2024/1254,Urvashi Barad,Primary Suspect
KAR/BEN/2024/0887,Ikbal Tailor,Accomplice
KAR/MAN/2024/0809,Zehaan Kota,Accomplice
KAR/MYS/2024/1138,Ishita Mangal,Primary Suspect
KAR/BEN/2024/0442,Samuel Dass,Primary Suspect
KAR/TUM/2024/2123,Yoshita Natt,Co-conspirator
KAR/BEN/2024/1290,Pranit Peri,Primary Suspect
KAR/BEN/2024/2499,Reyansh Venkatesh,Accomplice
KAR/BAL/2024/2291,Gopal Manne,Accomplice
KAR/BEN/2024/1928,Hemal Kalla,Primary Suspect
KAR/HUB/2024/0802,Isaac Parmer,Primary Suspect
KAR/SHI/2024/0812,Abeer Bora,Co-conspirator
KAR/BEN/2024/0768,Girik Lalla,Accomplice
KAR/BEN/2024/1708,Chaitanya Ravel,Co-conspirator
KAR/BEN/2024/0646,Warjas Dutta,Accomplice
KAR/MAN/2024/1460,Ijaya Bail,Co-conspirator
KAR/BEN/2024/0600,Upadhriti Karpe,Co-conspirator
KAR/KOL/2024/0198,Vedika Sharaf,Co-conspirator
KAR/MAN/2024/1643,Bhanumati Mitter,Accomplice
KAR/BEN/2024/0917,Ojas Raghavan,Co-conspirator
KAR/KAL/2024/1555,Priya Bera,Accomplice
KAR/RAI/2024/0545,Ethan Chakrabarti,Co-conspirator
KAR/BEN/2024/1498,Baghyawati Cheema,Accomplice
KAR/BEL/2024/0256,Timothy Narayanan,Accomplice
KAR/RAI/2024/1832,Girik Walia,Primary Suspect
KAR/VIJ/2024/0673,Victor Deep,Co-conspirator
KAR/MYS/2024/1620,Rajeshri Chahal,Accomplice
KAR/BEL/2024/0632,Ayaan Sem,Primary Suspect
KAR/MAN/2024/1544,Xavier Saxena,Primary Suspect
KAR/MAN/2024/0200,Qushi Bhat,Co-conspirator
KAR/HUB/2024/0419,Sarthak Chandran,Primary Suspect
KAR/BEN/2024/1450,Yatan Mandal,Accomplice
KAR/HAS/2024/0929,Netra Bal,Accomplice
KAR/CHI/2024/2215,Fitan Dey,Accomplice
KAR/MAN/2024/2257,Azad Sehgal,Accomplice
KAR/MAN/2024/2203,Hema Majumdar,Accomplice
KAR/BEN/2024/0572,Nicholas Raju,Accomplice
KAR/BEN/2024/0668,Peter Mand,Accomplice
KAR/BID/2024/0793,Balvan Prasad,Accomplice
KAR/BEN/2024/0837,Advik More,Primary Suspect
KAR/MAN/2024/0123,Theodore Chowdhury,Accomplice
KAR/HUB/2024/1568,Oni Prabhu,Accomplice
KAR/BID/2024/0951,Karan Chander,Primary Suspect
KAR/BEN/2024/2140,Orinder Raju,Co-conspirator
KAR/VIJ/2024/2248,Jacob Babu,Primary Suspect
KAR/BEN/2024/1287,Urvashi Ganguly,Co-conspirator
KAR/KOL/2024/1177,Karan Kala,Primary Suspect
KAR/BAL/2024/1052,Gaurav Issac,Primary Suspect
KAR/BEN/2024/0168,Mekhala Sunder,Co-conspirator
KAR/RAI/2024/1293,Abhiram Soman,Accomplice
KAR/BEL/2024/2219,Gautami Chawla,Co-conspirator
KAR/BEN/2024/0344,Yuvraj Chauhan,Accomplice
KAR/BEN/2024/1605,Upkaar Butala,Accomplice
KAR/BEN/2024/2384,Nathan Tiwari,Co-conspirator
KAR/BEL/2024/1175,Ishita Raj,Co-conspirator
KAR/BEN/2024/1266,Vanya Sridhar,Accomplice
KAR/KOP/2024/0258,Rushil Natarajan,Accomplice
KAR/RAI/2024/2445,Advay Raj,Primary Suspect
KAR/BEN/2024/1556,Zehaan Kothari,Primary Suspect
KAR/CHI/2024/1044,Advika Nazareth,Primary Suspect
KAR/RAI/2024/0605,Hredhaan Sangha,Accomplice
KAR/UDU/2024/1930,Aayush Dey,Accomplice
KAR/BEN/2024/1892,Atharv Luthra,Primary Suspect
KAR/BEN/2024/0250,Laban Thakur,Primary Suspect
KAR/BEN/2024/0905,Krishna Rama,Co-conspirator
KAR/BEN/2024/1894,Banjeet Mohanty,Co-conspirator
KAR/BEN/2024/2035,Samaksh Pillai,Primary Suspect
KAR/RAI/2024/0998,Omkaar D’Alia,Accomplice
KAR/HAS/2024/0293,Chakradev Sant,Co-conspirator
KAR/VIJ/2024/0068,Viraj Bawa,Co-conspirator
KAR/BID/2024/0836,Abhiram Mani,Primary Suspect
KAR/RAI/2024/1838,Lakshit Ganesan,Co-conspirator
KAR/BEN/2024/2457,Jonathan Nori,Primary Suspect
KAR/UDU/2024/1522,Naksh Baral,Co-conspirator
KAR/BEN/2024/1417,Aarav Lala,Co-conspirator
KAR/DAV/2024/1617,Xavier Mann,Co-conspirator
KAR/BEN/2024/2051,Zaid Hans,Co-conspirator
KAR/BEN/2024/1575,Varsha Dewan,Accomplice
KAR/MAN/2024/1478,Indrajit Chaudhuri,Co-conspirator
KAR/VIJ/2024/2288,Jeremiah Ahluwalia,Accomplice
KAR/BEN/2024/1081,Benjamin Devan,Co-conspirator
KAR/BEL/2024/0531,Eesha Mangat,Primary Suspect
KAR/BEN/2024/1641,Rachit Zachariah,Primary Suspect
KAR/MYS/2024/1678,Xiti Naidu,Primary Suspect
KAR/BEN/2024/2235,Darpan Doctor,Primary Suspect
KAR/KAL/2024/2359,Onkar Mohan,Primary Suspect
KAR/BEL/2024/1669,Wyatt Singhal,Primary Suspect
KAR/KAL/2024/0130,Onkar Sinha,Co-conspirator
KAR/BEN/2024/0144,Banjeet Kapadia,Primary Suspect
KAR/BEN/2024/0402,Dakshesh Dave,Co-conspirator
KAR/TUM/2024/2116,Jacob Yadav,Co-conspirator
KAR/BEN/2024/1391,Naveen Narayanan,Co-conspirator
KAR/SHI/2024/1148,Gunbir Sur,Accomplice
KAR/BEN/2024/1869,Yuvraj Prakash,Co-conspirator
KAR/MAN/2024/0132,Sathvik Dar,Co-conspirator
KAR/KOP/2024/0721,Wazir Mody,Co-conspirator
KAR/MAN/2024/0703,Zashil Boase,Co-conspirator
KAR/SHI/2024/0637,Daniel Mann,Primary Suspect
KAR/DAV/2024/1676,Shivansh Walla,Co-conspirator
KAR/DAV/2024/0927,Wridesh Dhar,Accomplice
KAR/KAL/2024/0603,Lakshit Pal,Primary Suspect
KAR/BEN/2024/0007,Darsh Prabhu,Co-conspirator
KAR/BEN/2024/1003,Ekbal Chopra,Primary Suspect
KAR/MAN/2024/0642,Imaran Apte,Co-conspirator
KAR/HUB/2024/0091,Krisha Oak,Co-conspirator
KAR/KAL/2024/0682,Upadhriti Lata,Co-conspirator
KAR/CHI/2024/0838,Arin Cheema,Co-conspirator
KAR/BEN/2024/1713,Abhiram Deol,Accomplice
KAR/UDU/2024/1824,Noah Merchant,Accomplice
KAR/KAL/2024/1012,Vedhika Pau,Co-conspirator
KAR/BEN/2024/2243,Christopher Magar,Accomplice
KAR/BEN/2024/0291,Brijesh Chander,Primary Suspect
KAR/HUB/2024/1709,Daniel Ramanathan,Primary Suspect
KAR/RAI/2024/1739,Harshil Chaudhary,Co-conspirator
KAR/MYS/2024/0543,Viraj Manda,Co-conspirator
KAR/BID/2024/1847,Osha Dora,Primary Suspect
KAR/HUB/2024/0274,Praneel Sankaran,Primary Suspect
KAR/BEN/2024/1704,Zaid Hans,Primary Suspect
KAR/BEN/2024/0712,Yashoda Savant,Co-conspirator
KAR/BEN/2024/1487,Jason Chaudry,Primary Suspect
KAR/BEL/2024/0531,Jai Oommen,Co-conspirator
KAR/KAL/2024/2131,Gayathri Dyal,Primary Suspect
KAR/HAS/2024/2407,Aarush Patel,Primary Suspect
KAR/BEN/2024/0340,Gautami Zachariah,Accomplice
KAR/BEN/2024/1887,Ekalinga Andra,Primary Suspect
KAR/BEN/2024/1514,Balendra Gopal,Accomplice
KAR/BEN/2024/0452,Pranav Rau,Primary Suspect
KAR/KAL/2024/1176,Ekansh Nazareth,Co-conspirator
KAR/UDU/2024/0706,Upadhriti Bhardwaj,Accomplice
KAR/MAN/2024/1880,Nakul Nadig,Accomplice
KAR/KOP/2024/0082,Hemang Dara,Accomplice
KAR/DAV/2024/1617,Zayan Pal,Primary Suspect
KAR/SHI/2024/0902,Neelima Ganguly,Primary Suspect
KAR/MAN/2024/1507,Chaitaly Suri,Primary Suspect
KAR/TUM/2024/0069,Sachi Goyal,Primary Suspect
KAR/BEN/2024/1794,Bhanumati Mitter,Accomplice
KAR/SHI/2024/0260,Baghyawati Jani,Co-conspirator
KAR/VIJ/2024/1184,Warjas Khanna,Primary Suspect
KAR/DAV/2024/1271,Viraj Manda,Primary Suspect
KAR/UDU/2024/2442,Pratyush Muni,Primary Suspect
KAR/KOP/2024/1885,Mitesh Oak,Accomplice
KAR/UDU/2024/0393,Charles Shanker,Co-conspirator
KAR/BID/2024/0328,Sanya Gole,Co-conspirator
KAR/HAS/2024/2477,Daniel Ramanathan,Accomplice
KAR/SHI/2024/0965,Aradhana Mammen,Accomplice
KAR/BEL/2024/0632,Zayyan Cheema,Accomplice
KAR/BEN/2024/0772,Vivaan Bajaj,Primary Suspect
KAR/KAL/2024/1112,Bachittar Munshi,Accomplice
KAR/MAN/2024/2294,Lohit Bakshi,Primary Suspect
KAR/VIJ/2024/1932,Vinaya Naik,Accomplice
KAR/BEN/2024/1989,Chandresh Kamdar,Accomplice
KAR/CHI/2024/1031,Anirudh Kuruvilla,Primary Suspect
KAR/BEN/2024/1445,Madhav Thaker,Accomplice
KAR/BEL/2024/1667,Kiaan Banik,Accomplice
KAR/MAN/2024/0865,Henry Ratta,Primary Suspect
KAR/BEN/2024/0144,Warjas Natarajan,Accomplice
KAR/MAN/2024/2294,Aishani Balakrishnan,Primary Suspect
KAR/RAI/2024/1934,Naksh Baral,Primary Suspect
KAR/RAI/2024/1057,Jackson Sangha,Primary Suspect
KAR/SHI/2024/2148,Zayyan Soni,Co-conspirator
KAR/HUB/2024/2069,Rayaan Ahuja,Co-conspirator
KAR/BEN/2024/2005,Gavin Karnik,Accomplice
KAR/BEN/2024/1936,Nathaniel Chanda,Accomplice
KAR/BEN/2024/0647,Benjamin Varkey,Accomplice
KAR/BEN/2024/0024,Advay Walla,Accomplice
KAR/KAL/2024/0413,Laksh Pant,Accomplice
KAR/KOP/2024/1481,Balendra Doshi,Co-conspirator
KAR/BEN/2024/1236,Oliver Prakash,Accomplice
KAR/BEN/2024/0848,Balvan Prasad,Primary Suspect
KAR/CHI/2024/1227,Omkaar Reddy,Primary Suspect
KAR/BEL/2024/1065,Kai Bala,Primary Suspect
KAR/HUB/2024/0915,Pallavi Gole,Co-conspirator
KAR/DAV/2024/1685,Henry Pau,Primary Suspect
KAR/BEN/2024/1451,Maanav Mani,Accomplice
KAR/HUB/2024/1686,Darsh Ramachandran,Primary Suspect
KAR/BEN/2024/0586,Imaran Venkataraman,Co-conspirator
KAR/DAV/2024/2072,Omisha Shenoy,Accomplice
KAR/BEN/2024/1834,Umang Varkey,Accomplice
KAR/MAN/2024/2058,Ganga Johal,Co-conspirator
KAR/SHI/2024/1069,Samuel Gulati,Accomplice
KAR/BEN/2024/0133,Chatura Chawla,Co-conspirator
KAR/TUM/2024/0114,Mohini Trivedi,Primary Suspect
KAR/MAN/2024/0797,Qadim Ratti,Co-conspirator
KAR/HAS/2024/1907,Qadim Radhakrishnan,Co-conspirator
KAR/BEN/2024/0038,Patrick Varughese,Primary Suspect
KAR/BEN/2024/0484,Luke Bail,Co-conspirator
KAR/BEN/2024/1378,Rishi Gola,Primary Suspect
KAR/BEN/2024/2079,Zilmil Sathe,Accomplice
KAR/BEN/2024/0014,Qadim Radhakrishnan,Primary Suspect
KAR/MAN/2024/2060,Ishaan Shah,Primary Suspect
KAR/BAL/2024/1788,Pranit Kata,Co-conspirator
KAR/KOP/2024/0202,Luke Kaur,Primary Suspect
KAR/BEN/2024/1963,Brinda Wali,Accomplice
KAR/KAL/2024/2422,Abeer Vyas,Primary Suspect
KAR/BID/2024/0836,Nihal Vaidya,Co-conspirator
KAR/BEN/2024/0181,Lajita Srinivasan,Accomplice
KAR/HAS/2024/1952,Utkarsh Nori,Primary Suspect
KAR/BEN/2024/1860,Raagini Bhakta,Primary Suspect
KAR/BEN/2024/0572,Gunbir Mohan,Primary Suspect
KAR/HUB/2024/0384,Aadi Salvi,Primary Suspect
KAR/DAV/2024/0906,Hredhaan Kumar,Accomplice
KAR/BEN/2024/0204,Ronith Raval,Primary Suspect
KAR/BEN/2024/0006,Upkaar Koshy,Primary Suspect
KAR/CHI/2024/1911,Urmi Nadkarni,Primary Suspect
KAR/BEN/2024/1573,Arin Prasad,Primary Suspect
KAR/HAS/2024/2309,Gaurangi Gala,Primary Suspect
KAR/HAS/2024/1420,Orinder Tripathi,Primary Suspect
KAR/KOL/2024/1519,Tanveer Bora,Co-conspirator
KAR/VIJ/2024/2408,Isaac Sarin,Co-conspirator
KAR/UDU/2024/1828,Pranit Hayre,Accomplice
KAR/BID/2024/1218,Madhav Bhalla,Accomplice
KAR/UDU/2024/1618,Fitan Kapadia,Primary Suspect
KAR/BEN/2024/1072,Radha Sane,Accomplice
KAR/BEN/2024/1373,Quincy Ahuja,Primary Suspect
KAR/TUM/2024/2187,Agastya Barad,Co-conspirator
KAR/BEN/2024/2021,Qabil Kade,Co-conspirator
KAR/UDU/2024/1178,Banjeet Nagar,Accomplice
KAR/HUB/2024/2142,Fiyaz Chad,Co-conspirator
KAR/BEN/2024/0676,Advay Walla,Primary Suspect
KAR/BEN/2024/1315,Darpan Subramaniam,Accomplice
KAR/HUB/2024/0915,Riya Chandran,Accomplice
KAR/HAS/2024/0225,Balhaar Vaidya,Accomplice
KAR/RAI/2024/1545,Ethan Nath,Co-conspirator
KAR/BEN/2024/2443,Leena Manne,Primary Suspect
KAR/DAV/2024/0387,Theodore Prakash,Co-conspirator
KAR/BAL/2024/0022,Ikshita Bhasin,Co-conspirator
KAR/KOP/2024/2171,Indira Mandal,Co-conspirator
KAR/RAI/2024/0119,Luke Bail,Accomplice
KAR/KOL/2024/0107,Charvi Ramesh,Co-conspirator
KAR/BEN/2024/1873,Azad Sehgal,Accomplice
KAR/MAN/2024/2078,Charvi Ramesh,Primary Suspect
KAR/DAV/2024/0827,William Hegde,Co-conspirator
KAR/BEN/2024/1247,Quincy Karpe,Co-conspirator
KAR/BEN/2024/1597,Chaitaly Suri,Co-conspirator
KAR/UDU/2024/1828,Jacob Yadav,Co-conspirator
KAR/BEN/2024/1836,Anusha Naidu,Primary Suspect
KAR/TUM/2024/0841,Qasim Chaudhari,Accomplice
KAR/MYS/2024/2218,Finn Oza,Accomplice
KAR/MAN/2024/0849,Devika Sahota,Primary Suspect
KAR/BEN/2024/0471,Tristan Bora,Co-conspirator
KAR/KOL/2024/1173,Ekapad Seshadri,Co-conspirator
KAR/KOL/2024/0175,Yutika Keer,Primary Suspect
KAR/BID/2024/1135,Jonathan Hans,Co-conspirator
KAR/BEN/2024/1833,Udant Dixit,Co-conspirator
KAR/HAS/2024/2317,Vrinda Bala,Co-conspirator
KAR/BEN/2024/0309,Nitara Bawa,Accomplice
KAR/BEN/2024/0140,Chandran Ganesh,Accomplice
KAR/SHI/2024/1524,Yug Sehgal,Primary Suspect
KAR/MYS/2024/1066,Faras Bedi,Co-conspirator
KAR/BEN/2024/0151,Laksh Dugar,Accomplice
KAR/BEN/2024/0735,Thomas Kota,Accomplice
KAR/SHI/2024/2471,Hritik Kant,Co-conspirator
KAR/BAL/2024/1889,Owen Bali,Co-conspirator
KAR/RAI/2024/0831,Warjas Khanna,Co-conspirator
KAR/BAL/2024/1265,Yatin Ranganathan,Co-conspirator
KAR/KOP/2024/1933,Jeet Chatterjee,Accomplice
KAR/VIJ/2024/0122,Anya Mann,Co-conspirator
KAR/BEN/2024/1692,Yuvraj Guha,Primary Suspect
KAR/HUB/2024/0404,Victor Thaker,Co-conspirator
KAR/BEN/2024/0050,Qushi Bumb,Primary Suspect
KAR/SHI/2024/0185,Prisha Pandey,Co-conspirator
KAR/BID/2024/1917,Veer Kapadia,Co-conspirator
KAR/DAV/2024/1405,Keya Tata,Accomplice
KAR/BEN/2024/0311,Advay Loke,Accomplice
KAR/UDU/2024/2014,Isaac Sen,Primary Suspect
KAR/KOP/2024/1677,Leela Sandal,Accomplice
KAR/BEN/2024/1277,Hitesh Sangha,Primary Suspect
KAR/DAV/2024/2376,Ria Mutti,Co-conspirator
KAR/BEN/2024/0525,Avni Palla,Accomplice
KAR/BEN/2024/0511,Yagnesh Munshi,Co-conspirator
KAR/BID/2024/1463,Rishi Mall,Accomplice
KAR/BEN/2024/1360,Jeremiah Shere,Accomplice
KAR/MYS/2024/2433,Banjeet Shukla,Primary Suspect
KAR/SHI/2024/0150,Orinder Ranganathan,Primary Suspect
KAR/BEN/2024/1854,Patrick Peri,Primary Suspect
KAR/MYS/2024/1257,Parth Buch,Accomplice
KAR/BEN/2024/1153,Wyatt Majumdar,Co-conspirator
KAR/HAS/2024/0276,Aadhya Sachar,Accomplice
KAR/HUB/2024/0802,Brijesh Sathe,Accomplice
KAR/MYS/2024/1620,Amol Cheema,Primary Suspect
KAR/BEN/2024/2255,Naksh Biswas,Accomplice
KAR/BEL/2024/0966,Rayaan Dewan,Co-conspirator
KAR/KOP/2024/2249,Anjali Rana,Primary Suspect
KAR/KOL/2024/0923,Zayyan Soni,Primary Suspect
KAR/BEL/2024/2358,Imaran Zachariah,Co-conspirator
KAR/KAL/2024/1017,Abeer Bala,Accomplice
KAR/HUB/2024/0274,Onveer Aggarwal,Accomplice
KAR/VIJ/2024/0536,Ayaan Srinivasan,Accomplice
KAR/SHI/2024/2048,Maanav Bajwa,Accomplice
KAR/BEN/2024/2154,Arjun Nadig,Primary Suspect
KAR/DAV/2024/1004,Victor Deep,Primary Suspect
KAR/DAV/2024/1154,Gagan Kadakia,Primary Suspect
KAR/MAN/2024/2381,Xavier Sarna,Primary Suspect
KAR/MAN/2024/1735,Krishna Kata,Co-conspirator
KAR/BEN/2024/1747,Neelima Ganguly,Co-conspirator
KAR/BEN/2024/0172,Yug Mahajan,Accomplice
KAR/KOP/2024/2346,Tanay Borra,Accomplice
KAR/BID/2024/1448,Ekantika Mammen,Accomplice
KAR/CHI/2024/0838,Charles Mukherjee,Co-conspirator
KAR/BEN/2024/0403,Isha Oommen,Accomplice
KAR/BEN/2024/1294,Gaurangi Bir,Accomplice
KAR/MAN/2024/0978,Vamakshi Chawla,Co-conspirator
KAR/BEN/2024/2232,Gopal Wason,Accomplice
KAR/BEL/2024/0121,Hemang Yadav,Co-conspirator
KAR/KAL/2024/1206,Hredhaan Sangha,Primary Suspect
KAR/BEN/2024/1901,Udant Parekh,Accomplice
KAR/KOP/2024/1718,Peter Dyal,Primary Suspect
KAR/TUM/2024/0186,Yagnesh Munshi,Accomplice
KAR/BEN/2024/1539,Caleb Chana,Co-conspirator
KAR/HUB/2024/0671,Arin Karpe,Accomplice
KAR/BEN/2024/0484,Yuvraj Nagi,Co-conspirator
KAR/BEN/2024/2475,Eiravati Cheema,Primary Suspect
KAR/BEN/2024/2204,Nidhi Swamy,Co-conspirator
KAR/BEN/2024/1108,Leena Hora,Primary Suspect
KAR/BAL/2024/2304,Balvan Soni,Primary Suspect
KAR/TUM/2024/2299,Wyatt Prabhakar,Accomplice
KAR/BID/2024/1809,Wahab Kunda,Accomplice
KAR/RAI/2024/1931,Ekavir Dave,Accomplice
KAR/BEN/2024/2365,David Pillay,Co-conspirator
KAR/BEN/2024/1756,Reyansh Doshi,Co-conspirator
KAR/BEN/2024/2235,Nachiket Behl,Co-conspirator
KAR/BEN/2024/1652,Zilmil Sarma,Co-conspirator
KAR/BAL/2024/2379,Kabir Krishnan,Co-conspirator
KAR/KOP/2024/2212,Ryan Gole,Co-conspirator
KAR/VIJ/2024/0690,Rohan Patla,Co-conspirator
KAR/DAV/2024/1830,Nathaniel Chanda,Accomplice
KAR/BAL/2024/1265,Wahab Kala,Accomplice
KAR/HAS/2024/0444,Indali Sant,Co-conspirator
KAR/CHI/2024/2054,Zaitra Sarna,Co-conspirator
KAR/VIJ/2024/1040,Harish Balasubramanian,Co-conspirator
KAR/BEL/2024/0903,Xavier Mander,Co-conspirator
KAR/MAN/2024/0272,Advik Yadav,Accomplice
KAR/MAN/2024/1089,Azad Sinha,Co-conspirator
KAR/BAL/2024/2002,Vritti Mahal,Co-conspirator
KAR/BEN/2024/0457,Nitara Bawa,Co-conspirator
KAR/UDU/2024/1329,Madhav Thaker,Co-conspirator
KAR/HUB/2024/0895,Michael Sood,Co-conspirator
KAR/UDU/2024/0194,Ansh Aggarwal,Accomplice
KAR/KOL/2024/2322,Yatin Raval,Primary Suspect
KAR/BEN/2024/1556,Om Narayanan,Primary Suspect
KAR/BEN/2024/0875,Rayaan Prakash,Accomplice
KAR/TUM/2024/1586,Teerth Prashad,Primary Suspect
KAR/BAL/2024/0453,Aryan Patil,Accomplice
KAR/SHI/2024/1069,Saumya Sama,Accomplice
KAR/DAV/2024/1559,Tanay Jain,Co-conspirator
KAR/BEN/2024/2200,Gautam Dixit,Primary Suspect
KAR/KOP/2024/1296,Rachit Badal,Accomplice
KAR/BAL/2024/1518,Arin Sethi,Accomplice
KAR/BEN/2024/1082,Adweta Zachariah,Co-conspirator
KAR/DAV/2024/0529,Netra Bal,Co-conspirator
KAR/BEN/2024/1378,Jai Oommen,Accomplice
KAR/BEN/2024/1567,Ikbal Gandhi,Accomplice
KAR/HUB/2024/0733,Yatin Raval,Primary Suspect
KAR/DAV/2024/1084,Charles Mukherjee,Co-conspirator
KAR/MAN/2024/0703,Aachal Misra,Accomplice
KAR/BEN/2024/1792,Vanya Gupta,Co-conspirator
KAR/MYS/2024/2218,Abeer Wagle,Co-conspirator
KAR/BEN/2024/0848,Pranit Hayre,Accomplice
KAR/UDU/2024/0558,Gopal Wason,Co-conspirator
KAR/TUM/2024/2172,Ranveer Gokhale,Accomplice
KAR/DAV/2024/0927,Shivani Kaur,Accomplice
KAR/MYS/2024/1668,Advik Choudhury,Accomplice
KAR/BEN/2024/2198,Daniel Setty,Co-conspirator
KAR/BEN/2024/1016,Balendra Pradhan,Accomplice
KAR/MAN/2024/1636,Farhan Rajan,Primary Suspect
KAR/BEN/2024/1896,Suhani Dash,Accomplice
KAR/CHI/2024/0554,William Bhavsar,Primary Suspect
KAR/BEN/2024/1290,Nimrat Shah,Co-conspirator
KAR/BEN/2024/0834,Nakul Tara,Co-conspirator
KAR/SHI/2024/1070,Xavier Saxena,Primary Suspect
KAR/HUB/2024/2337,Gautam Dhillon,Co-conspirator
KAR/BEN/2024/0561,Pranit Dhingra,Primary Suspect
KAR/BEN/2024/1548,Jack Shukla,Primary Suspect
KAR/BID/2024/0432,Osha Dora,Primary Suspect
KAR/BEN/2024/1424,Xiti Naidu,Primary Suspect
KAR/KOL/2024/0275,Peter Yogi,Co-conspirator
KAR/KOP/2024/1541,Zilmil Sathe,Co-conspirator
KAR/DAV/2024/0697,Michael Badami,Co-conspirator
KAR/KAL/2024/1745,Girindra Jain,Accomplice
KAR/BEN/2024/0856,Ekaraj Dey,Accomplice
KAR/BEN/2024/0578,Dakshesh Mukhopadhyay,Accomplice
KAR/MAN/2024/0254,Aadhya Kala,Primary Suspect
KAR/BEL/2024/2371,Hritik Boase,Primary Suspect
KAR/BEN/2024/1102,Urvashi Barad,Accomplice
KAR/MAN/2024/0096,Gavin Gera,Co-conspirator
KAR/BEN/2024/0348,William Ramaswamy,Accomplice
KAR/BEN/2024/1963,Wazir Dhillon,Primary Suspect
KAR/BEL/2024/2219,Rishi Konda,Primary Suspect
KAR/BEN/2024/2047,Umang Jani,Accomplice
KAR/BEN/2024/1107,Nathaniel Rege,Accomplice
KAR/BEN/2024/1413,Vincent Iyengar,Accomplice
KAR/CHI/2024/1911,Zayan Pal,Co-conspirator
KAR/BEN/2024/0668,Oni Singhal,Accomplice
KAR/HAS/2024/0292,Chatura Sahni,Co-conspirator
KAR/BEL/2024/0866,Rajeshri Chahal,Primary Suspect
KAR/TUM/2024/0629,Finn Babu,Primary Suspect
KAR/RAI/2024/0489,Veer Ganguly,Primary Suspect
KAR/BEN/2024/1385,Maanav Purohit,Accomplice
KAR/BEN/2024/1003,Pratyush Parikh,Accomplice
KAR/BEN/2024/0016,Onveer Ramakrishnan,Accomplice
KAR/BID/2024/1018,Rishi Mall,Co-conspirator
KAR/SHI/2024/0980,Januja Maharaj,Co-conspirator
KAR/HAS/2024/0349,Eiravati Cheema,Co-conspirator
KAR/BEN/2024/1603,Vasatika Loke,Accomplice
KAR/BEN/2024/1548,Vedant Sachdeva,Primary Suspect
KAR/DAV/2024/0015,Faraj Mutti,Co-conspirator
KAR/BEN/2024/0805,Imaran Chad,Co-conspirator
KAR/BEN/2024/2095,Naksh Biswas,Accomplice
KAR/DAV/2024/2391,Naksh Biswas,Co-conspirator
KAR/BEN/2024/0678,Isaiah Aggarwal,Co-conspirator
KAR/BEN/2024/1055,Parth Raman,Accomplice
KAR/BEN/2024/2235,Robert Ramachandran,Accomplice
KAR/BEN/2024/0568,Daniel Jhaveri,Accomplice
KAR/MYS/2024/1521,Wyatt Patil,Co-conspirator
KAR/BEL/2024/2219,Jairaj Chadha,Co-conspirator
KAR/KAL/2024/0701,Jason Biswas,Accomplice
KAR/BEN/2024/0548,Shravya Dhawan,Co-conspirator
KAR/KOP/2024/1933,Patrick Peri,Accomplice
KAR/BEN/2024/0598,Amruta Pant,Primary Suspect
KAR/KOP/2024/1659,Eiravati Borde,Primary Suspect
KAR/BEN/2024/2162,Advay Walla,Co-conspirator
KAR/BEN/2024/2208,Riya Chandran,Primary Suspect
KAR/CHI/2024/1044,Ryan Pandya,Primary Suspect
KAR/BEN/2024/0399,Peter Palan,Primary Suspect
KAR/SHI/2024/0234,Zaid Mammen,Accomplice
KAR/BEL/2024/1561,Nisha Borde,Accomplice
KAR/BEN/2024/1060,Parth Manda,Accomplice
KAR/KOP/2024/1516,Krishna Kunda,Primary Suspect
KAR/BID/2024/0736,Agastya Barad,Accomplice
KAR/KOL/2024/1757,Yashica Chana,Co-conspirator
KAR/DAV/2024/0137,Noah Merchant,Accomplice
KAR/MAN/2024/0579,Kiaan Chaudhry,Primary Suspect
KAR/VIJ/2024/0145,Nathan Ben,Co-conspirator
KAR/KOP/2024/1318,Harshil Parmar,Co-conspirator
KAR/BEN/2024/2431,Wriddhish Bhavsar,Accomplice
KAR/MYS/2024/1396,Finn Pal,Co-conspirator
KAR/BEL/2024/0213,Baljiwan Sodhi,Co-conspirator
KAR/BEN/2024/1467,Zinal Sundaram,Primary Suspect
KAR/HAS/2024/2189,Chaitanya Sarkar,Co-conspirator
KAR/BEN/2024/1073,Hritik Kapur,Accomplice
KAR/BEN/2024/2041,Om Shankar,Co-conspirator
KAR/KOL/2024/2163,Onveer Kata,Co-conspirator
KAR/BEN/2024/2444,Rayaan Bedi,Co-conspirator
KAR/BEL/2024/2227,Aradhana Yohannan,Accomplice
