full_name,alias,age,gender,address,district_name,occupation,prior_convictions,modus_operandi,risk_score
Jairaj Jaggi,Dakshesh,29,Male,"72, Ramesh Road",Hassan,Contractor,0,Opportunistic crime,2
Pushti Din,,44,Male,"235, Kapadia Ganj",Koppal,Delivery Boy,0,Opportunistic crime,35
George Sem,Ucchal,35,Male,"H.No. 790, Babu Marg",Bengaluru Urban,Delivery Boy,0,Opportunistic crime,47
Anirudh Thaman,,25,Male,"59/334, Barad Marg",Shivamogga,Mechanic,0,Opportunistic crime,37
Charan Mahal,,19,Male,"44, Anne Zila",Bengaluru Urban,Laborer,0,Opportunistic crime,40
Hitesh Chaudhari,,32,Male,"H.No. 657, Kakar Chowk",Bidar,Unemployed,0,Opportunistic crime,47
Aarnav Mannan,,46,Male,"36/05, Bobal Zila",Chikkamagaluru,Mechanic,0,Opportunistic crime,36
Arjun Yohannan,Jonathan,19,Male,"H.No. 500, Gopal Circle",Mangaluru (Dakshina Kannada),Laborer,0,Opportunistic crime,17
Chakrika Mahal,,20,Male,"H.No. 456, Ganesan",Bengaluru Urban,Driver,0,Opportunistic crime,43
Dipta Tiwari,Anika,43,Male,"H.No. 804, Warrior Circle",Bengaluru Urban,Delivery Boy,0,Opportunistic crime,33
Indira Tella,,42,Female,"H.No. 246, Patla Road",Ballari,Contractor,1,Opportunistic crime,48
Wyatt Parmar,,20,Male,"H.No. 744, Arya Ganj",Hassan,Mechanic,0,Opportunistic crime,8
Naksh Raval,,27,Male,"H.No. 87, Mand Nagar",Bengaluru Rural,Driver,0,Opportunistic crime,31
Reyansh Devi,,49,Male,"89, Oommen Road",Mysuru,Delivery Boy,0,Opportunistic crime,27
Rishi Rege,Jeevika,41,Male,"17, Zacharia",Kolar,Delivery Boy,1,Opportunistic crime,20
Fiyaz Soman,,37,Male,"48, Rao Road",Bengaluru Urban,Delivery Boy,0,Opportunistic crime,38
Warjas Dass,Orinder,52,Male,"H.No. 756, Kothari Ganj",Koppal,Laborer,0,Opportunistic crime,23
Timothy Thaman,,46,Male,"H.No. 057, Pingle Chowk",Kalaburagi,Laborer,0,Opportunistic crime,44
Dalbir Swamy,Advaith,23,Male,"H.No. 91, Dhillon Zila",Belagavi,Unemployed,0,Opportunistic crime,28
Luke Khurana,,44,Male,"H.No. 107, Kumer Street",Mysuru,Mechanic,0,Opportunistic crime,22
Abdul Goda,,44,Male,"78/37, Hari Ganj",Hubballi-Dharwad,Driver,0,Opportunistic crime,24
Aachal Sunder,Yagnesh,45,Male,"H.No. 27, Mitter Road",Koppal,Laborer,0,Opportunistic crime,4
Michael Chadha,,35,Female,"61/17, Hayre Circle",Kalaburagi,Vendor,0,Opportunistic crime,2
Urishilla Nagarajan,,55,Male,"47/022, Chanda Path",Hassan,Driver,0,Opportunistic crime,25
Ekaraj Chaudry,,46,Male,"H.No. 971, Zacharia Street",Ballari,Vendor,0,Opportunistic crime,35
Ekaraj Savant,,32,Male,"H.No. 450, Krishna Path",Bidar,Driver,0,Opportunistic crime,46
Pranav Khurana,,33,Male,"73/37, Mukhopadhyay Ganj",Vijayapura,Driver,1,Opportunistic crime,42
Jasmit Deshmukh,,48,Male,"53, Singh Chowk",Kolar,Delivery Boy,2,Opportunistic crime,3
Vyanjana Bhargava,,25,Male,"035, Bal Path",Belagavi,Contractor,0,Opportunistic crime,1
Rohan Dugar,Keya,27,Male,"80/35, Suresh Marg",Hubballi-Dharwad,Vendor,0,Opportunistic crime,44
Frado Bhardwaj,,30,Male,"449, Lad Path",Kalaburagi,Delivery Boy,0,Opportunistic crime,15
Pratyush Tank,,43,Male,"45/30, Johal Chowk",Mangaluru (Dakshina Kannada),Unemployed,0,Opportunistic crime,27
Theodore Solanki,,39,Male,"55/91, Sangha Marg",Tumakuru,Delivery Boy,0,Opportunistic crime,44
Elijah Bhalla,,26,Male,"21/68, Pau Circle",Mysuru,Contractor,0,Opportunistic crime,45
Pranit Sankar,Libni,20,Male,"H.No. 51, Chaudry Path",Bidar,Delivery Boy,0,Opportunistic crime,49
Rishi Edwin,,46,Male,"H.No. 95, Lalla Circle",Tumakuru,Laborer,0,Opportunistic crime,6
Ayush Narula,,46,Male,"H.No. 182, Basu",Belagavi,Driver,1,Opportunistic crime,16
Chandresh Samra,,54,Female,"H.No. 76, Shroff Path",Mandya,Laborer,0,Opportunistic crime,7
Ekapad Dhaliwal,,46,Female,"62, Mangat Ganj",Mysuru,Mechanic,1,Opportunistic crime,24
Harshil Apte,,20,Male,"H.No. 13, Char Chowk",Belagavi,Mechanic,1,Opportunistic crime,21
Maanas Kapadia,Dhruv,41,Male,"H.No. 53, Mohan Path",Raichur,Mechanic,0,Opportunistic crime,20
Advik Balay,,51,Male,"47/25, Guha Road",Hassan,Delivery Boy,0,Opportunistic crime,10
Aarav Ganesh,,35,Male,"H.No. 38, Magar Circle",Koppal,Delivery Boy,0,Opportunistic crime,31
Zayan Subramaniam,,49,Male,"225, Sharaf Path",Ballari,Vendor,0,Opportunistic crime,27
Samar Sahota,,22,Male,"H.No. 61, Bath Path",Kalaburagi,Delivery Boy,0,Opportunistic crime,27
Advaith Palla,,32,Male,"48/89, Salvi Marg",Ballari,Unemployed,1,Opportunistic crime,18
Bahadurjit Kala,,18,Male,"H.No. 751, Deol Road",Hubballi-Dharwad,Delivery Boy,0,Opportunistic crime,25
Rayaan Agarwal,,43,Male,"50/95, Pal Ganj",Tumakuru,Vendor,0,Opportunistic crime,35
Maanas Oommen,,48,Male,"48, Gade Marg",Mangaluru (Dakshina Kannada),Contractor,0,Opportunistic crime,3
Harrison Ganesh,,18,Male,"25/76, Narang Road",Mangaluru (Dakshina Kannada),Laborer,0,Opportunistic crime,8
Panini Narayanan,,55,Male,"H.No. 177, Sane Chowk",Kalaburagi,Unemployed,0,Opportunistic crime,12
David Karan,Darsh,32,Male,"87, Chatterjee Road",Bengaluru Rural,Vendor,1,Opportunistic crime,5
Girindra Barman,Inaya,28,Male,"106, Sha Chowk",Mysuru,Vendor,0,Opportunistic crime,17
Krish Pillai,Oni,50,Male,"H.No. 68, Kapur Marg",Mysuru,Driver,0,Opportunistic crime,17
Patrick Kalita,,37,Male,"78/71, Sanghvi Street",Ballari,Laborer,1,Opportunistic crime,33
Liam Mody,Pahal,24,Male,"H.No. 13, Chakrabarti Ganj",Mangaluru (Dakshina Kannada),Delivery Boy,1,Opportunistic crime,44
Chakradev Minhas,,42,Male,"43/632, Lall Ganj",Mysuru,Unemployed,0,Opportunistic crime,28
Harsh Deep,Bhavani,55,Male,"H.No. 25, Pal Ganj",Davangere,Driver,0,Opportunistic crime,8
Laban Bhat,Falguni,39,Female,"356, Ram Circle",Vijayapura,Vendor,0,Opportunistic crime,30
Ishaan Sarma,,42,Male,"38/92, Ganesh Zila",Mysuru,Unemployed,0,Opportunistic crime,13
Vasatika Kala,,18,Male,"H.No. 804, Ranganathan Ganj",Ballari,Vendor,0,Opportunistic crime,48
Mohini Vaidya,,34,Female,"H.No. 13, Narayan Marg",Kolar,Vendor,0,Opportunistic crime,16
Naksh Dube,,31,Male,"H.No. 49, Aggarwal Marg",Hubballi-Dharwad,Driver,1,Opportunistic crime,24
Mason Kota,,29,Male,"57, Bora Zila",Raichur,Vendor,0,Opportunistic crime,15
Udarsh Doctor,,51,Male,"48, Butala Marg",Davangere,Mechanic,1,Opportunistic crime,42
Vihaan Ravi,,49,Male,"462, Sheth Ganj",Koppal,Unemployed,1,Opportunistic crime,40
Advay Bhardwaj,,51,Male,"13, Bawa Street",Chikkamagaluru,Mechanic,0,Opportunistic crime,48
Pranav Koshy,Harish,55,Male,"90/870, Sha Circle",Bengaluru Rural,Contractor,0,Opportunistic crime,3
Faras Jain,Jack,26,Male,"64/44, Ramakrishnan Ganj",Shivamogga,Mechanic,0,Opportunistic crime,9
Vritti Bhandari,,18,Male,"16, Lad Circle",Bengaluru Rural,Unemployed,0,Opportunistic crime,6
Kai Cherian,Ansh,46,Male,"H.No. 69, Tripathi",Kalaburagi,Laborer,0,Opportunistic crime,46
Isaiah Dutta,,19,Male,"930, Ramachandran Chowk",Udupi,Unemployed,0,Opportunistic crime,31
Faqid Venkatesh,Krishna,39,Male,"H.No. 91, De Path",Mysuru,Laborer,1,Opportunistic crime,24
Aarush Tata,Yashica,40,Female,"H.No. 31, Shanker Street",Bengaluru Rural,Laborer,1,Opportunistic crime,21
Christopher Palan,,52,Female,"165, Sami Zila",Chikkamagaluru,Driver,0,Opportunistic crime,11
Laban Lal,David,47,Male,"455, Prasad Zila",Mandya,Driver,2,Opportunistic crime,1
Aarnav Sant,,47,Male,"57, Pillai Chowk",Koppal,Contractor,0,Opportunistic crime,14
Laksh Kale,Zaitra,47,Male,"443, Sandhu Ganj",Ballari,Driver,0,Opportunistic crime,35
Sachi Narayan,,22,Male,"00/70, Kara Circle",Hubballi-Dharwad,Mechanic,1,Opportunistic crime,8
Ayushman Sankar,Ekaja,41,Male,"38/204, Taneja Circle",Mandya,Contractor,1,Opportunistic crime,7
Dalbir Kapadia,,52,Male,"80/49, Behl Path",Belagavi,Mechanic,1,Opportunistic crime,14
Ronith Thakkar,,51,Female,"80, Dhillon Street",Mangaluru (Dakshina Kannada),Laborer,0,Opportunistic crime,10
Michael Dua,,42,Male,"391, Thaman Circle",Kalaburagi,Delivery Boy,0,Opportunistic crime,0
Pallavi Bail,,50,Male,"33, Chokshi Path",Kolar,Contractor,1,Opportunistic crime,7
Jeremiah De,,45,Male,"H.No. 808, Nair Circle",Raichur,Vendor,0,Opportunistic crime,7
Advaith Bansal,Ishita,33,Male,"H.No. 78, Borah Marg",Chikkamagaluru,Delivery Boy,0,Opportunistic crime,38
Vasudha Patil,Guneet,20,Male,"H.No. 630, Cherian Street",Hubballi-Dharwad,Unemployed,0,Opportunistic crime,29
Yochana Rastogi,Kashvi,45,Female,"524, D’Alia Zila",Raichur,Delivery Boy,0,Opportunistic crime,23
Nachiket Shanker,,23,Female,"25, Tak Chowk",Mysuru,Vendor,1,Opportunistic crime,3
Brijesh Sant,Ekiya,28,Male,"97/81, Dhawan Circle",Kolar,Vendor,0,Opportunistic crime,4
Gagan Gade,Nisha,19,Male,"20/358, Chadha",Chikkamagaluru,Unemployed,0,Opportunistic crime,22
Patrick Parikh,,18,Female,"359, Bhasin Ganj",Raichur,Unemployed,0,Opportunistic crime,28
Frederick Trivedi,Hemang,29,Male,"H.No. 186, Sur Ganj",Tumakuru,Laborer,0,Opportunistic crime,38
Krishna Mangat,,31,Male,"38/74, Ranganathan Road",Mandya,Laborer,0,Opportunistic crime,9
Ishaan Buch,,32,Female,"51/19, Shankar Circle",Bengaluru Rural,Delivery Boy,1,Opportunistic crime,14
Darika Chatterjee,Guneet,40,Male,"H.No. 872, Bhandari Circle",Hassan,Contractor,0,Opportunistic crime,28
Gaurav Baral,,31,Male,"79/788, Purohit Road",Hubballi-Dharwad,Contractor,0,Opportunistic crime,44
Arunima Pillay,,44,Male,"49/725, Singh",Tumakuru,Mechanic,0,Opportunistic crime,35
Jagrati Kuruvilla,,25,Male,"80/26, Hayre Marg",Ballari,Contractor,0,Opportunistic crime,18
Hritik Modi,,28,Female,"577, Tata Circle",Raichur,Mechanic,0,Opportunistic crime,40
Wahab Kannan,Jasmit,49,Male,"68/450, Sani Marg",Vijayapura,Vendor,0,Opportunistic crime,33
Ikbal Dyal,,46,Male,"68, Verma Zila",Hassan,Vendor,0,Opportunistic crime,25
Jagdish Pai,,30,Male,"H.No. 718, Suri Road",Udupi,Driver,0,Opportunistic crime,31
Tristan Handa,,25,Female,"33/82, Chada",Tumakuru,Delivery Boy,0,Opportunistic crime,50
Tejas Deshmukh,,28,Male,"69/81, Sandal Circle",Ballari,Vendor,0,Opportunistic crime,27
Nikita Pall,,46,Male,"H.No. 61, Boase",Bidar,Mechanic,0,Opportunistic crime,17
Hitesh Vyas,,30,Male,"H.No. 35, Bahri",Kalaburagi,Driver,0,Opportunistic crime,32
Devansh Thakur,,22,Female,"905, Minhas Street",Chikkamagaluru,Contractor,0,Opportunistic crime,47
Naveen Brar,,31,Female,"67, Kala Ganj",Kalaburagi,Mechanic,0,Opportunistic crime,11
Xavier Subramanian,,46,Female,"92/23, Korpal Circle",Kolar,Driver,0,Opportunistic crime,37
Nihal Lal,,26,Male,"H.No. 72, Hegde Nagar",Kalaburagi,Delivery Boy,0,Opportunistic crime,42
Rishi Sengupta,,18,Male,"21/827, Sampath Circle",Belagavi,Contractor,0,Opportunistic crime,7
Vidhi Sawhney,Oliver,18,Male,"H.No. 058, Reddy Street",Shivamogga,Mechanic,0,Opportunistic crime,6
Radhika Ghosh,,31,Male,"442, Narula Ganj",Koppal,Vendor,0,Opportunistic crime,21
Andrew Mann,,36,Male,"76, Mann Marg",Udupi,Mechanic,0,Opportunistic crime,4
Naveen Kohli,,35,Male,"H.No. 25, Jayaraman Zila",Hubballi-Dharwad,Mechanic,0,Opportunistic crime,29
Barkha Bhat,,30,Female,"H.No. 002, Iyengar",Kolar,Delivery Boy,0,Opportunistic crime,48
Gavin Vyas,,38,Male,"H.No. 62, Handa Nagar",Bengaluru Rural,Mechanic,1,Opportunistic crime,48
Dhriti Buch,Janya,46,Male,"32/26, Rastogi Circle",Mangaluru (Dakshina Kannada),Contractor,0,Opportunistic crime,5
Yug Krishna,Laban,24,Male,"35/26, Khalsa",Bengaluru Rural,Mechanic,0,Opportunistic crime,1
Darsh De,Faris,30,Male,"608, Ramaswamy Street",Raichur,Mechanic,0,Opportunistic crime,14
Darpan Krish,Rohan,27,Female,"H.No. 282, Kari Street",Hassan,Laborer,0,Opportunistic crime,24
Elijah Kara,,34,Male,"H.No. 05, Vohra Nagar",Belagavi,Mechanic,1,Opportunistic crime,29
Arya Banik,,41,Male,"H.No. 727, Kamdar Road",Kalaburagi,Mechanic,0,Opportunistic crime,29
Ryan Chaudhry,Girish,49,Female,"424, Chawla Nagar",Belagavi,Laborer,0,Opportunistic crime,8
Pahal Upadhyay,,43,Male,"581, Kale Nagar",Bidar,Mechanic,0,Opportunistic crime,32
Omisha Chahal,Ekavir,26,Male,"H.No. 24, Mandal Circle",Hubballi-Dharwad,Vendor,0,Opportunistic crime,1
Meghana Tripathi,,21,Male,"79, Devi Circle",Hubballi-Dharwad,Mechanic,0,Opportunistic crime,6
Nihal Palla,,33,Female,"78, Basu Road",Kolar,Delivery Boy,1,Opportunistic crime,31
Charles Kalla,,40,Male,"646, Nagarajan Ganj",Belagavi,Contractor,1,Opportunistic crime,34
Yamini Dugar,,40,Female,"67/425, Srinivas Street",Hassan,Unemployed,0,Opportunistic crime,3
Arin Lad,,39,Male,"H.No. 455, Raval Street",Ballari,Vendor,0,Opportunistic crime,34
Samar Palla,,23,Male,"87, Sem Ganj",Udupi,Vendor,0,Opportunistic crime,11
Thomas Kohli,,50,Male,"260, Nagar Street",Bengaluru Rural,Driver,2,Opportunistic crime,11
Kalpit Mammen,Nachiket,28,Male,"175, Loke Circle",Ballari,Delivery Boy,0,Opportunistic crime,33
Theodore Tella,,42,Male,"80/824, Narain Nagar",Mysuru,Unemployed,0,Opportunistic crime,20
Damyanti Swamy,,25,Male,"27/431, Das",Mandya,Mechanic,0,Opportunistic crime,31
Hamsini Grover,,55,Male,"H.No. 025, Chahal Marg",Bengaluru Urban,Contractor,1,Opportunistic crime,20
Yuvraj Ramanathan,Tanish,27,Male,"43/16, Venkatesh Road",Mandya,Unemployed,0,Opportunistic crime,39
Fitan Wali,,40,Male,"83/673, Gara Nagar",Bengaluru Urban,Mechanic,1,Opportunistic crime,16
Chavvi De,Samuel,44,Male,"28/942, Chacko Zila",Raichur,Unemployed,0,Opportunistic crime,8
Jairaj Khurana,Ekalinga,45,Male,"H.No. 783, Muni Zila",Koppal,Mechanic,0,Opportunistic crime,24
Bhavini Ghose,Dakshesh,35,Male,"H.No. 211, Khosla Nagar",Ballari,Contractor,0,Opportunistic crime,23
Fitan Suri,,37,Female,"53, Sachar Ganj",Udupi,Mechanic,0,Opportunistic crime,30
Zayan Dar,,52,Male,"677, Tara Zila",Chikkamagaluru,Delivery Boy,0,Opportunistic crime,44
Chandresh Kala,,35,Male,"H.No. 23, Sandhu Nagar",Udupi,Mechanic,1,Opportunistic crime,25
Aadi Prabhu,,25,Female,"47/188, Nori Ganj",Chikkamagaluru,Delivery Boy,1,Opportunistic crime,47
Kalpit Chakraborty,,40,Female,"H.No. 50, Talwar Nagar",Bengaluru Rural,Vendor,0,Opportunistic crime,42
Samesh Chakraborty,,51,Male,"43/727, Bakshi Marg",Chikkamagaluru,Delivery Boy,1,Opportunistic crime,44
Kashvi Chhabra,,33,Male,"77/857, Sahota",Vijayapura,Laborer,1,Opportunistic crime,10
Yatan Sodhi,,18,Male,"31/416, Sastry Path",Hubballi-Dharwad,Delivery Boy,2,Opportunistic crime,43
Farhan Walla,Chavvi,51,Male,"H.No. 896, Saraf",Bengaluru Rural,Mechanic,0,Opportunistic crime,39
Tanish Kaur,,45,Male,"16/637, Pandya Nagar",Bidar,Unemployed,0,Opportunistic crime,19
Vanya Madan,,44,Female,"57/95, Gera Ganj",Mangaluru (Dakshina Kannada),Driver,0,Opportunistic crime,13
Yauvani Atwal,,44,Male,"58/36, Grover Circle",Hassan,Delivery Boy,1,Opportunistic crime,29
Aadi Ahluwalia,,35,Male,"48, Peri Circle",Bengaluru Rural,Contractor,0,Opportunistic crime,43
Sudiksha Rastogi,Reyansh,24,Male,"H.No. 96, Apte Nagar",Hassan,Vendor,0,Opportunistic crime,15
Max Dyal,,24,Male,"74, Thaker Circle",Belagavi,Delivery Boy,0,Opportunistic crime,17
Rushil Bose,,41,Female,"H.No. 960, Butala Circle",Koppal,Unemployed,0,Opportunistic crime,7
Patrick Prabhu,Faras,23,Male,"556, Kapadia Ganj",Shivamogga,Mechanic,0,Opportunistic crime,12
Aarnav Narayanan,,33,Male,"32/63, Ahluwalia Zila",Raichur,Unemployed,0,Opportunistic crime,4
Anay Ahuja,Aashi,25,Male,"79/860, Pai Ganj",Hubballi-Dharwad,Vendor,1,Opportunistic crime,5
Neel Dalal,,54,Male,"143, Kapadia Ganj",Kalaburagi,Unemployed,0,Opportunistic crime,12
Vamakshi Mukhopadhyay,,20,Male,"33, Murthy Ganj",Udupi,Mechanic,0,Opportunistic crime,39
Gayathri Minhas,,27,Male,"27/21, Ray Path",Raichur,Delivery Boy,0,Opportunistic crime,43
Tarak Keer,,52,Male,"37, Oza Chowk",Ballari,Contractor,0,Opportunistic crime,19
Aarav Shetty,,25,Male,"62/04, Dugar Marg",Hassan,Mechanic,0,Opportunistic crime,47
Ranveer Wadhwa,Kalpit,18,Male,"32/32, Nori Path",Kalaburagi,Mechanic,0,Opportunistic crime,33
Dev Swaminathan,,43,Female,"69/849, Padmanabhan Zila",Raichur,Vendor,1,Opportunistic crime,30
Harsh Mitra,,41,Male,"43/23, Buch Zila",Kolar,Mechanic,0,Opportunistic crime,12
Hitesh Sant,,48,Male,"032, Dewan Circle",Shivamogga,Contractor,0,Opportunistic crime,5
Chanakya Krish,,23,Female,"31/90, Divan Circle",Raichur,Laborer,0,Opportunistic crime,34
Naksh Mitra,Wishi,41,Male,"12/642, Madan Marg",Raichur,Mechanic,1,Opportunistic crime,17
Frederick Mallick,,48,Male,"53/50, Mann Zila",Bengaluru Rural,Driver,1,Opportunistic crime,47
Chakrika Goswami,,55,Male,"58/970, Bansal Circle",Shivamogga,Mechanic,0,Opportunistic crime,30
Xalak Apte,Sara,54,Male,"H.No. 39, Trivedi Zila",Mangaluru (Dakshina Kannada),Contractor,0,Opportunistic crime,13
Jack Gulati,Anjali,18,Female,"59, Ratti Chowk",Koppal,Delivery Boy,0,Opportunistic crime,0
Falan Kalita,,23,Male,"48/22, Rattan Street",Bengaluru Rural,Laborer,1,Opportunistic crime,41
Daniel Nayar,Rohan,21,Female,"H.No. 113, Choudhary Circle",Hassan,Laborer,1,Opportunistic crime,9
Mason Iyengar,Gabriel,44,Male,"33, Sodhi Road",Vijayapura,Laborer,1,Opportunistic crime,21
Vincent Palla,,42,Female,"46/128, Naidu Circle",Koppal,Delivery Boy,0,Opportunistic crime,38
Ekapad Borde,,37,Male,"11/25, Rattan Chowk",Kalaburagi,Mechanic,0,Opportunistic crime,50
Ishanvi Pathak,Xiti,50,Male,"08/320, D’Alia Nagar",Mandya,Delivery Boy,0,Opportunistic crime,28
Gautam Gulati,,31,Female,"H.No. 40, Bhakta Marg",Bengaluru Rural,Vendor,0,Opportunistic crime,12
Fariq Saha,,27,Male,"12/81, Chanda Nagar",Bidar,Contractor,1,Opportunistic crime,17
Adweta Kalita,Laksh,44,Female,"H.No. 919, Choudhry",Hubballi-Dharwad,Delivery Boy,0,Opportunistic crime,4
Alexander Mahal,,26,Male,"97, Ben Street",Kolar,Vendor,1,Opportunistic crime,7
Onkar Patla,,43,Female,"08, Yogi Circle",Davangere,Unemployed,1,Opportunistic crime,35
Anjali Ramachandran,,39,Female,"17/099, Parekh Road",Belagavi,Laborer,0,Opportunistic crime,36
Ekalinga Saini,Vrishti,27,Male,"H.No. 77, Kumer Marg",Mandya,Unemployed,0,Opportunistic crime,27
Jalsa Mahajan,Pushti,19,Male,"25/20, Ghosh Chowk",Hassan,Mechanic,0,Opportunistic crime,41
Abhiram Jha,,48,Male,"414, Bail Marg",Shivamogga,Driver,0,Opportunistic crime,25
Abdul Sampath,Vincent,46,Male,"H.No. 967, Parikh Ganj",Davangere,Mechanic,0,Opportunistic crime,20
Kai Suri,,55,Male,"75/787, Kapoor Zila",Bengaluru Rural,Contractor,1,Opportunistic crime,42
Wyatt Malhotra,Pahal,37,Male,"62/446, Raman Ganj",Mysuru,Laborer,1,Opportunistic crime,50
Nakul Dutt,,53,Male,"718, Gade Marg",Hassan,Vendor,0,Opportunistic crime,41
Wazir Nadig,Zaid,39,Male,"03/277, Chandra Marg",Chikkamagaluru,Mechanic,0,Opportunistic crime,4
Hitesh Goyal,,27,Male,"43/841, Shere Chowk",Bengaluru Rural,Delivery Boy,1,Opportunistic crime,18
Daksh Shankar,,42,Male,"39, Mohan",Vijayapura,Delivery Boy,0,Opportunistic crime,32
Gavin Das,,20,Male,"H.No. 616, Dani Street",Tumakuru,Vendor,0,Opportunistic crime,23
Kabir Yogi,Brijesh,20,Male,"52, Gole Circle",Mangaluru (Dakshina Kannada),Unemployed,0,Opportunistic crime,10
Oliver Wadhwa,,35,Female,"018, Master Path",Kalaburagi,Laborer,1,Opportunistic crime,2
Raghav Rajagopalan,,21,Male,"51/84, Nazareth",Kalaburagi,Vendor,0,Opportunistic crime,19
Dakshesh Doctor,Anthony,55,Male,"H.No. 80, Kunda Circle",Udupi,Laborer,0,Opportunistic crime,13
Robert Lanka,,39,Female,"H.No. 99, Boase Zila",Mangaluru (Dakshina Kannada),Contractor,1,Opportunistic crime,20
Nathaniel Sem,,30,Male,"H.No. 92, Ahluwalia Ganj",Kalaburagi,Driver,0,Opportunistic crime,34
Tamanna Soni,,52,Male,"H.No. 234, Vora Road",Davangere,Laborer,0,Opportunistic crime,50
Forum Chauhan,,53,Male,"04/084, Barad Road",Koppal,Delivery Boy,1,Opportunistic crime,32
Baghyawati Bhavsar,,42,Male,"87/55, Sahni Circle",Chikkamagaluru,Driver,0,Opportunistic crime,10
Aadi Ganesh,,50,Female,"H.No. 40, Sabharwal Street",Davangere,Contractor,0,Opportunistic crime,46
Fariq Sule,,42,Male,"00/010, Lalla Zila",Chikkamagaluru,Vendor,0,Opportunistic crime,39
Noah Sandhu,Reva,53,Male,"H.No. 442, Sarma Street",Mandya,Delivery Boy,0,Opportunistic crime,7
Nakul Koshy,,39,Male,"97, Dani Circle",Bengaluru Urban,Laborer,0,Opportunistic crime,22
Zinal Gala,Vasana,26,Male,"H.No. 61, Ravel Marg",Mysuru,Vendor,0,Opportunistic crime,32
Girish Raja,,43,Male,"31, Bhatti Road",Bidar,Driver,1,Opportunistic crime,31
Owen Patel,Chakrika,19,Male,"353, Hora Street",Tumakuru,Vendor,1,Opportunistic crime,48
Anirudh Murthy,,49,Male,"H.No. 431, Sankaran Road",Davangere,Vendor,0,Opportunistic crime,14
Ekta Dey,Guneet,28,Male,"77/017, Thakur Zila",Bidar,Laborer,0,Opportunistic crime,45
Noah Balakrishnan,,33,Male,"97/72, Ray Street",Tumakuru,Contractor,0,Opportunistic crime,15
Nachiket Dua,,55,Female,"27/996, Rout Nagar",Ballari,Driver,0,Opportunistic crime,37
Rehaan Raman,Vyanjana,44,Female,"H.No. 70, Grewal Road",Bidar,Contractor,0,Opportunistic crime,38
Lucky Basu,Jasmit,50,Male,"38, Nagarajan Marg",Vijayapura,Unemployed,0,Opportunistic crime,9
Chatresh Pillay,Jagvi,30,Male,"94/200, Mohanty Road",Mysuru,Contractor,0,Opportunistic crime,18
Yug Ratti,,53,Female,"H.No. 293, Chadha Nagar",Vijayapura,Contractor,0,Opportunistic crime,10
Dhruv Vasa,Radha,32,Female,"H.No. 22, Pau Street",Bengaluru Urban,Mechanic,1,Opportunistic crime,30
Pratyush Mistry,,39,Male,"61, Bali",Mysuru,Contractor,1,Opportunistic crime,41
Samuel Chandran,Laban,35,Male,"23/54, Chandran Circle",Bidar,Vendor,0,Opportunistic crime,27
Yug Butala,,38,Male,"H.No. 85, Sama Chowk",Kalaburagi,Unemployed,0,Opportunistic crime,46
Tanvi Parsa,,52,Male,"18/84, Warrior Ganj",Koppal,Contractor,0,Opportunistic crime,29
Garima Bains,,23,Female,"H.No. 89, Mand Ganj",Belagavi,Driver,1,Opportunistic crime,17
Mugdha Som,,43,Male,"H.No. 92, Kuruvilla Nagar",Belagavi,Driver,0,Opportunistic crime,13
Fariq Gaba,,54,Male,"71/73, Raju Circle",Koppal,Contractor,0,Opportunistic crime,18
Atharv Sabharwal,Krish,26,Male,"H.No. 873, Handa Chowk",Shivamogga,Unemployed,0,Opportunistic crime,31
Benjamin Talwar,,28,Male,"47/89, Cheema Street",Hubballi-Dharwad,Driver,1,Opportunistic crime,13
Vedika Thaker,,27,Male,"H.No. 472, Ray Chowk",Hubballi-Dharwad,Unemployed,0,Opportunistic crime,13
Chakradhar Golla,Tara,50,Female,"97, Brahmbhatt Circle",Koppal,Delivery Boy,0,Opportunistic crime,20
Sara Hegde,,50,Female,"15, Thakkar Nagar",Mysuru,Contractor,1,Opportunistic crime,36
Abhimanyu Saha,,50,Male,"H.No. 992, Nagarajan Circle",Mangaluru (Dakshina Kannada),Unemployed,2,Opportunistic crime,45
Barkha Pandey,,20,Male,"59/61, Handa Circle",Hubballi-Dharwad,Driver,0,Opportunistic crime,22
Samesh Tank,Yatin,28,Male,"53/773, Kale",Raichur,Mechanic,0,Opportunistic crime,38
Forum Chauhan,Hitesh,44,Male,"80/119, Dash Chowk",Vijayapura,Unemployed,0,Opportunistic crime,9
Advay Sathe,Henry,46,Female,"793, Dutta",Raichur,Mechanic,0,Opportunistic crime,41
Ethan Bhardwaj,Geetika,42,Male,"88, Nadkarni Ganj",Kolar,Unemployed,0,Opportunistic crime,30
Pranit Tata,,49,Male,"70/46, Koshy Path",Bengaluru Rural,Vendor,1,Opportunistic crime,48
Tamanna Dash,,48,Female,"H.No. 82, Narayanan Zila",Belagavi,Delivery Boy,0,Opportunistic crime,42
Orinder Kara,Chatura,51,Male,"H.No. 98, Lalla Chowk",Vijayapura,Vendor,1,Opportunistic crime,35
Oscar Kuruvilla,,33,Male,"17, Sood",Bengaluru Rural,Unemployed,0,Opportunistic crime,13
Anay Taneja,,48,Female,"H.No. 70, Pai Street",Bidar,Unemployed,0,Opportunistic crime,27
Daniel Yohannan,,55,Male,"92/63, Parmer Ganj",Shivamogga,Unemployed,1,Opportunistic crime,50
Praneel Mall,,44,Female,"46/171, Dhillon Marg",Koppal,Mechanic,1,Opportunistic crime,17
