fir_case_number,victim_full_name
KAR/MYS/2024/1813,Neelima Barman
KAR/MAN/2024/1814,Avi Krishna
KAR/BEN/2024/1815,Damini Hora
KAR/BID/2024/1816,Warda Dugal
KAR/BEN/2024/1817,Gaurang Dhingra
KAR/BEN/2024/1818,Hiral Mall
KAR/BEL/2024/1819,Luke Rajagopalan
KAR/KOP/2024/1820,Nihal Sengupta
KAR/MAN/2024/1821,Chatresh Dayal
KAR/BEN/2024/1822,Jonathan Tank
KAR/TUM/2024/1823,Avi Bhatt
KAR/HAS/2024/1824,Parth Divan
KAR/BEN/2024/1825,Laksh Chaudhary
KAR/BEN/2024/1826,Maanav Srivastava
KAR/BID/2024/1827,Darpan Sheth
KAR/BEN/2024/1828,Urvi Sarkar
KAR/DAV/2024/1829,Tejas Sawhney
KAR/CHI/2024/1830,Pranit Virk
KAR/RAI/2024/1831,Gavin Setty
KAR/BAL/2024/1832,Prisha Gara
KAR/RAI/2024/1833,William Varghese
KAR/BEN/2024/1834,Neelima Barad
KAR/KAL/2024/1835,David Agrawal
KAR/BEN/2024/1836,Bhanumati Doctor
KAR/BEL/2024/1837,Nitara Krishnamurthy
KAR/BEL/2024/1838,Teerth Patla
KAR/MAN/2024/1839,Baljiwan Hayer
KAR/BEN/2024/1840,Qushi Dhingra
KAR/BEN/2024/1841,Henry Rajan
KAR/BEN/2024/1842,Vihaan Narayanan
KAR/MAN/2024/1843,Avi Bal
KAR/DAV/2024/1844,Ekanta Kibe
KAR/KOP/2024/1845,Aryan Dave
KAR/BEN/2024/1846,Bhavya Bakshi
KAR/DAV/2024/1847,Rajeshri Bali
KAR/MYS/2024/1848,Wakeeta Nagar
KAR/DAV/2024/1849,Chaitaly Naidu
KAR/BEN/2024/1850,Falak Devan
KAR/UDU/2024/1851,Arjun Mistry
KAR/HAS/2024/1852,Udyati Lalla
KAR/BEN/2024/1853,Udyati Malhotra
KAR/MAN/2024/1854,Jai Balay
KAR/BEN/2024/1855,Amol Dey
KAR/CHI/2024/1856,Thomas Mukhopadhyay
KAR/HUB/2024/1857,Bishakha Vaidya
KAR/RAI/2024/1858,Charita Sha
KAR/CHI/2024/1859,Advaith Dewan
KAR/BAL/2024/1860,Ishanvi Shroff
KAR/SHI/2024/1861,Anika Bhavsar
KAR/BEN/2024/1862,Champak Srivastava
KAR/BEN/2024/1863,Shivani Baral
KAR/BEN/2024/1864,Dakshesh Vala
KAR/MAN/2024/1865,Arjun Wadhwa
KAR/BEN/2024/1866,Zinal Lall
KAR/UDU/2024/1867,Jalsa Goswami
KAR/KOL/2024/1868,Tarak Ramanathan
KAR/BAL/2024/1869,Logan Swaminathan
KAR/BEN/2024/1870,Liam Brar
KAR/BEN/2024/1871,Chakradhar Kata
KAR/BEN/2024/1872,Ekavir Memon
KAR/BEN/2024/1873,Aarna Varma
KAR/SHI/2024/1874,Baljiwan Narasimhan
KAR/BEN/2024/1875,Aarini Rajagopal
KAR/BAL/2024/1876,Naveen Bava
KAR/DAV/2024/1877,Vedika Mane
KAR/HUB/2024/1878,Aayush Bassi
KAR/CHI/2024/1879,Jack Chandra
KAR/MAN/2024/1880,Varsha Mannan
KAR/BEN/2024/1881,Charles Venkataraman
KAR/MAN/2024/1882,Girindra Deshmukh
KAR/BEN/2024/1883,Fariq Agarwal
KAR/BEN/2024/1884,Sneha Rao
KAR/MAN/2024/1885,Mason Mody
KAR/VIJ/2024/1886,Elijah Pall
KAR/SHI/2024/1887,Bachittar Sarkar
KAR/UDU/2024/1888,Kamya Munshi
KAR/BEN/2024/1889,Bishakha Varghese
KAR/BEN/2024/1890,Pushti Chaudhuri
KAR/UDU/2024/1891,Rudra Brahmbhatt
KAR/BEN/2024/1892,Nandini Srinivas
KAR/BEN/2024/1893,Vasudha Wagle
KAR/BEN/2024/1894,Sanaya Barman
KAR/CHI/2024/1895,Shivani Sule
KAR/HAS/2024/1896,Edhitha Dugar
KAR/BEN/2024/1897,Ubika Desai
KAR/BEN/2024/1898,Jalsa Baral
KAR/KOP/2024/1899,Avi Agarwal
KAR/BEN/2024/1900,Abha Rai
KAR/BEN/2024/1901,Vincent Bail
KAR/BEN/2024/1902,Bishakha Shanker
KAR/MAN/2024/1903,Jyoti Raman
KAR/UDU/2024/1904,Ansh Nair
KAR/BEN/2024/1905,Onkar Saraf
KAR/RAI/2024/1906,Arya Dayal
KAR/BEN/2024/1907,Maanav Suri
KAR/HUB/2024/1908,Ekbal Gour
KAR/BEN/2024/1909,Saumya Nagi
KAR/BEN/2024/1910,Joshua Malhotra
KAR/CHI/2024/1911,Balhaar Sankaran
KAR/KOP/2024/1912,Chaitaly Raghavan
KAR/BEL/2024/1913,Ranveer Mand
KAR/BAL/2024/1914,Ekapad Yohannan
KAR/MAN/2024/1915,Kiaan Borra
KAR/BEN/2024/1916,Advay Sankaran
KAR/BAL/2024/1917,Leela Doctor
KAR/MAN/2024/1918,William D’Alia
KAR/RAI/2024/1919,Ishanvi Jaggi
KAR/KAL/2024/1920,Ekaraj Sant
KAR/KOP/2024/1921,Hredhaan Ganesan
KAR/KOL/2024/1922,Abdul Doctor
KAR/KOP/2024/1923,Chandresh Date
KAR/HAS/2024/1924,Harinakshi Om
KAR/BAL/2024/1925,Sarthak Munshi
KAR/BAL/2024/1926,Ria Mohan
KAR/BEN/2024/1927,Hemal Anand
KAR/MAN/2024/1928,Ojas Krishnan
KAR/RAI/2024/1929,Anvi Nori
KAR/HAS/2024/1930,Simon Bala
KAR/MAN/2024/1931,Agastya Goda
KAR/MAN/2024/1932,Arunima Sethi
KAR/KOP/2024/1933,Onveer Pau
KAR/BEL/2024/1934,Champak Vora
KAR/BEN/2024/1935,Rachita Balasubramanian
KAR/BID/2024/1936,Jyoti Deo
KAR/TUM/2024/1937,Geetika Vig
KAR/RAI/2024/1938,Vansha Mand
KAR/MYS/2024/1939,Amol Yogi
KAR/KOL/2024/1940,Ikshita Barman
KAR/BEN/2024/1941,Balhaar Narula
KAR/SHI/2024/1942,Ikshita Sastry
KAR/BEN/2024/1943,Arya Bali
KAR/VIJ/2024/1944,Neel Palan
KAR/BEN/2024/1945,Ekapad Taneja
KAR/BAL/2024/1946,Anthony Konda
KAR/KOL/2024/1947,Nilima Warrior
KAR/RAI/2024/1948,Anita Batta
KAR/MAN/2024/1949,Nisha Bandi
KAR/BID/2024/1950,Pranit Golla
KAR/DAV/2024/1951,Bhavika Upadhyay
KAR/BEN/2024/1952,Xiti Mangal
KAR/BEN/2024/1953,Anvi Samra
KAR/BEN/2024/1954,Gaurav Deol
KAR/BEN/2024/1955,Devansh Jha
KAR/HUB/2024/1956,Ridhi Bhatt
KAR/BEN/2024/1957,Priya Raman
KAR/SHI/2024/1958,Urvi Desai
KAR/RAI/2024/1959,Maanas Tank
KAR/DAV/2024/1960,Pratyush Chahal
KAR/BEN/2024/1961,Ekta Saxena
KAR/KAL/2024/1962,Triveni Kade
KAR/BEN/2024/1963,Jai Mander
KAR/KOL/2024/1964,Harinakshi Kibe
KAR/BEN/2024/1965,Rachana Kunda
KAR/VIJ/2024/1966,Baghyawati Halder
KAR/BEN/2024/1967,Zaid Aurora
KAR/CHI/2024/1968,Pratyush Chanda
KAR/DAV/2024/1969,Ronith Dyal
KAR/MAN/2024/1970,Tanmayi Sibal
KAR/SHI/2024/1971,Balendra Choudhury
KAR/BID/2024/1972,Chandresh Pillai
KAR/BEL/2024/1973,Fariq Swaminathan
KAR/TUM/2024/1974,Brijesh Tripathi
KAR/BEL/2024/1975,Tejas Sheth
KAR/BEN/2024/1976,Nathaniel Natt
KAR/BEN/2024/1977,Aachal Chawla
KAR/BEN/2024/1978,Kamya Rastogi
KAR/TUM/2024/1979,Mohammed Dutt
KAR/MAN/2024/1980,Omya Venkataraman
KAR/HUB/2024/1981,Sarthak Luthra
KAR/BEN/2024/1982,Gaurangi Bakshi
KAR/BEN/2024/1983,Aashi Shankar
KAR/KAL/2024/1984,Chandani Chakraborty
KAR/RAI/2024/1985,Balveer Dar
KAR/MAN/2024/1986,Imaran Luthra
KAR/KAL/2024/1987,Dev Parmar
KAR/TUM/2024/1988,Yutika Kohli
KAR/MAN/2024/1989,Vasana Oza
KAR/BAL/2024/1990,Xavier Sawhney
KAR/BAL/2024/1991,Nisha Varughese
KAR/BEN/2024/1992,Vasatika Balay
KAR/VIJ/2024/1993,Xavier Lanka
KAR/BEN/2024/1994,Triya Raja
KAR/UDU/2024/1995,Barkha Merchant
KAR/UDU/2024/1996,Isaac Gour
KAR/RAI/2024/1997,Wridesh Sastry
KAR/BEN/2024/1998,Udarsh Joshi
KAR/BEN/2024/1999,Anmol Kohli
KAR/KOP/2024/2000,Geetika Walla
KAR/BEN/2024/2001,Bakhshi Subramanian
KAR/BAL/2024/2002,Rehaan Pau
KAR/BEN/2024/2003,Mason D’Alia
KAR/SHI/2024/2004,Jagat Mani
KAR/MAN/2024/2005,Neelima Rau
KAR/BEN/2024/2006,Nandini Oak
KAR/MYS/2024/2007,Shivani Edwin
KAR/BEN/2024/2008,Chanakya Dugar
KAR/TUM/2024/2009,Laksh Nath
KAR/BAL/2024/2010,Charan Chaudhry
KAR/BEN/2024/2011,Adweta Hayre
KAR/BID/2024/2012,Advay Sur
KAR/MAN/2024/2013,Jasmit Mistry
KAR/KOP/2024/2014,Shivani Nayar
KAR/CHI/2024/2015,Kritika Munshi
KAR/VIJ/2024/2016,Timothy Shan
KAR/KAL/2024/2017,Ekantika Taneja
KAR/BEN/2024/2018,Advay Khatri
KAR/BID/2024/2019,Ikbal Raman
KAR/MAN/2024/2020,Yug Hora
KAR/BEL/2024/2021,Nathaniel Chaudhari
KAR/CHI/2024/2022,Mekhala Anne
KAR/KOL/2024/2023,Samaksh Dash
KAR/SHI/2024/2024,Vidhi Gola
KAR/SHI/2024/2025,Veer Mannan
KAR/TUM/2024/2026,Wakeeta Oak
KAR/BEN/2024/2027,Advik Prabhakar
KAR/BEN/2024/2028,Jack Bhatt
KAR/BEL/2024/2029,Bakhshi Chaudry
KAR/BEL/2024/2030,Gavin Sharaf
KAR/KOL/2024/2031,Kabir Walia
KAR/BEL/2024/2032,Zilmil Issac
KAR/MAN/2024/2033,Yuvraj Mann
KAR/RAI/2024/2034,Tanish Chawla
KAR/BEN/2024/2035,Ekalinga Choudhary
KAR/BEN/2024/2036,Isaac Sani
KAR/RAI/2024/2037,Rayaan Kata
KAR/HUB/2024/2038,Ubika Sridhar
KAR/UDU/2024/2039,Logan Luthra
KAR/BEN/2024/2040,Umang Nagi
KAR/BEN/2024/2041,Kalpit Bhasin
KAR/CHI/2024/2042,Ranbir Das
KAR/HAS/2024/2043,Yachana Shere
KAR/BEN/2024/2044,Oviya Bera
KAR/KOP/2024/2045,Raghav Zacharia
KAR/BEN/2024/2046,Vihaan Shankar
KAR/BEN/2024/2047,Sara Raval
KAR/KAL/2024/2048,Simon Dara
KAR/MYS/2024/2049,Chaman Mital
KAR/BEN/2024/2050,Ishaan Guha
KAR/BEN/2024/2051,Hritik Bajwa
KAR/BEN/2024/2052,Farhan Banik
KAR/MAN/2024/2053,Agastya Goswami
KAR/BEN/2024/2054,Chanakya Deol
KAR/BEN/2024/2055,Nandini Gola
KAR/BEN/2024/2056,Ati Behl
KAR/UDU/2024/2057,Tristan Nagarajan
KAR/KOP/2024/2058,Jack Batta
KAR/KOL/2024/2059,Keya Choudhury
KAR/KOL/2024/2060,Chanchal Borde
KAR/CHI/2024/2061,Gautam Nagarajan
KAR/BEN/2024/2062,Ikshita Dara
KAR/BEN/2024/2063,Jagdish Wason
KAR/BEN/2024/2064,Dominic Yohannan
KAR/BEN/2024/2065,Saksham Kaul
KAR/SHI/2024/2066,David Krishnamurthy
KAR/CHI/2024/2067,Alka Nayak
KAR/BEN/2024/2068,Vinaya Anand
KAR/BEL/2024/2069,Quincy Magar
KAR/BID/2024/2070,Tanay Master
KAR/BEN/2024/2071,Kashvi Ranganathan
KAR/HUB/2024/2072,Kalpit Sawhney
KAR/MAN/2024/2073,Omisha Kohli
KAR/KAL/2024/2074,Luke Menon
KAR/BEN/2024/2075,Rudra Suresh
KAR/MYS/2024/2076,Damyanti Rana
KAR/MAN/2024/2077,Indira Dhillon
KAR/TUM/2024/2078,Alka Dugar
KAR/BAL/2024/2079,Ekavir Shan
KAR/MYS/2024/2080,Lila Devan
KAR/MYS/2024/2081,Omya Barad
KAR/DAV/2024/2082,Ekta Tella
KAR/BEN/2024/2083,Vidhi Gokhale
KAR/BEN/2024/2084,Zayyan Toor
KAR/MYS/2024/2085,Yashawini Gera
KAR/HAS/2024/2086,Noah Grewal
KAR/BEN/2024/2087,Mason Samra
KAR/TUM/2024/2088,Oviya Badal
KAR/BEN/2024/2089,Brijesh Virk
KAR/TUM/2024/2090,Sarthak Dayal
KAR/KAL/2024/2091,Lila Parmer
KAR/BEN/2024/2092,Wakeeta Kalla
KAR/BEL/2024/2093,Rajeshri Halder
KAR/BID/2024/2094,Lekha Cherian
KAR/RAI/2024/2095,Samarth Deol
KAR/HAS/2024/2096,Oni Garg
KAR/KOL/2024/2097,Nisha Salvi
KAR/RAI/2024/2098,Rachita Bora
KAR/HUB/2024/2099,Jackson Soman
KAR/KOP/2024/2100,Gaurangi Kibe
KAR/DAV/2024/2101,Tanish Thaker
KAR/BID/2024/2102,Tamanna Bala
KAR/RAI/2024/2103,Yatan Naik
KAR/KAL/2024/2104,Ikshita Varkey
KAR/SHI/2024/2105,Guneet Borah
KAR/BAL/2024/2106,Qushi Acharya
KAR/CHI/2024/2107,Isaac Keer
KAR/KAL/2024/2108,Aadi Gaba
KAR/KOL/2024/2109,Arya Sunder
KAR/KOL/2024/2110,Fitan Aurora
KAR/DAV/2024/2111,Charles Narain
KAR/BEN/2024/2112,Abhiram Karan
KAR/BEN/2024/2113,Devansh Dalal
KAR/BEN/2024/2114,Darpan Sachar
KAR/KAL/2024/2115,Advik Aggarwal
KAR/MAN/2024/2116,Qarin Sanghvi
KAR/BEN/2024/2117,Elijah Ahluwalia
KAR/DAV/2024/2118,Matthew Tella
KAR/RAI/2024/2119,Radhika Chad
KAR/KOP/2024/2120,Girish Gaba
KAR/BEN/2024/2121,Vivaan Agrawal
KAR/RAI/2024/2122,Balveer Zachariah
KAR/BEL/2024/2123,Jack Swaminathan
KAR/SHI/2024/2124,Azaan Sarna
KAR/VIJ/2024/2125,Nihal Madan
KAR/BID/2024/2126,Alka Dutt
KAR/MAN/2024/2127,Ethan Virk
KAR/BEL/2024/2128,Vrinda Nagy
KAR/MYS/2024/2129,Amaira Vohra
KAR/BAL/2024/2130,Upkaar Bhakta
KAR/VIJ/2024/2131,Vanya Swaminathan
KAR/RAI/2024/2132,Harinakshi Chauhan
KAR/BEN/2024/2133,Harshil Kaul
KAR/BEN/2024/2134,Akshay Sur
KAR/BEN/2024/2135,Raksha Borde
KAR/KOL/2024/2136,Ijaya Som
KAR/CHI/2024/2137,Indrajit Mane
KAR/KOP/2024/2138,Dayita Vala
KAR/BEN/2024/2139,Tanay Dhar
KAR/BEN/2024/2140,Finn Chandran
KAR/BEN/2024/2141,Tanvi Varghese
KAR/HUB/2024/2142,Balvan Dani
KAR/BEN/2024/2143,Gopal Sengupta
KAR/BEN/2024/2144,Urvi Ghose
KAR/BID/2024/2145,Eiravati Mani
KAR/VIJ/2024/2146,Ranbir Pillai
KAR/BEN/2024/2147,Amara Kaul
KAR/BEL/2024/2148,Champak Rama
KAR/MAN/2024/2149,Liam Borde
KAR/BEL/2024/2150,Max Prasad
KAR/BID/2024/2151,Tarak Saini
KAR/BEN/2024/2152,Kavya Dewan
KAR/KAL/2024/2153,Diya Kade
KAR/SHI/2024/2154,Krisha Mutti
KAR/BEN/2024/2155,Qasim Hayre
KAR/HAS/2024/2156,Jagdish Narayanan
KAR/HUB/2024/2157,Xiti Lad
KAR/TUM/2024/2158,Victor Bir
KAR/HAS/2024/2159,Owen Savant
KAR/CHI/2024/2160,Oscar Ray
KAR/SHI/2024/2161,Devika Doctor
KAR/KOP/2024/2162,Azad Bahri
KAR/BEN/2024/2163,Tanay Bath
KAR/BEN/2024/2164,Hema Bhakta
KAR/TUM/2024/2165,Megha Mander
KAR/KAL/2024/2166,Jagrati Dutt
KAR/BEN/2024/2167,Hemangini Deo
KAR/BEN/2024/2168,Frado Agarwal
KAR/BEN/2024/2169,Aadhya Prasad
KAR/MAN/2024/2170,Warjas Lad
KAR/BEN/2024/2171,Yashasvi Amble
KAR/HUB/2024/2172,Urmi Gupta
KAR/BEN/2024/2173,Gautami Choudhary
KAR/HUB/2024/2174,Advay Desai
KAR/SHI/2024/2175,Pavani Varma
KAR/BEN/2024/2176,Amara Gara
KAR/TUM/2024/2177,Rajeshri Warrior
KAR/BEN/2024/2178,Pooja Dora
KAR/SHI/2024/2179,Rushil Raghavan
KAR/UDU/2024/2180,Samaksh Sen
KAR/RAI/2024/2181,Warda Saini
KAR/UDU/2024/2182,Yachana Kapur
KAR/BEN/2024/2183,Orinder Chadha
KAR/BEN/2024/2184,Ekansh Pal
KAR/MAN/2024/2185,Kamala Pai
KAR/BAL/2024/2186,Ekapad Bhatnagar
KAR/DAV/2024/2187,Akshay Jani
KAR/HUB/2024/2188,Tanay Dewan
KAR/KOL/2024/2189,Jeremiah Madan
KAR/BEL/2024/2190,Shivani Arya
KAR/BEN/2024/2191,Jhalak Bhagat
KAR/RAI/2024/2192,Janani Ravel
KAR/SHI/2024/2193,Aashi Prasad
KAR/SHI/2024/2194,Luke Chad
KAR/KAL/2024/2195,Advaith Om
KAR/UDU/2024/2196,Zilmil Khosla
KAR/BEN/2024/2197,Chanchal Varghese
KAR/BEN/2024/2198,Bhanumati Palan
KAR/VIJ/2024/2199,Chameli Behl
KAR/BEN/2024/2200,Damini Babu
KAR/CHI/2024/2201,Jagat Badami
KAR/BEN/2024/2202,Urvashi Ahluwalia
KAR/BEL/2024/2203,Kamya Thaker
KAR/HUB/2024/2204,Pratyush Manne
KAR/RAI/2024/2205,Wazir Narang
KAR/VIJ/2024/2206,Bhanumati Samra
KAR/BEL/2024/2207,Ishaan Dixit
KAR/CHI/2024/2208,Yadavi Chauhan
KAR/BEN/2024/2209,Aayush Dua
KAR/TUM/2024/2210,Bhavna Bajaj
KAR/DAV/2024/2211,Azaan Saran
KAR/MYS/2024/2212,Urvashi Warrior
KAR/MYS/2024/2213,Atharv Gade
KAR/HUB/2024/2214,Manan Guha
KAR/TUM/2024/2215,Baljiwan Dugar
KAR/BEN/2024/2216,Kai Madan
KAR/BEN/2024/2217,Ekta Hans
KAR/BEN/2024/2218,Zehaan Chopra
KAR/BEN/2024/2219,Pooja Sunder
KAR/BEL/2024/2220,Ekapad Dani
KAR/KAL/2024/2221,Adweta Rajan
KAR/BEN/2024/2222,Kiaan Sidhu
KAR/CHI/2024/2223,Balhaar Chaudhuri
KAR/KAL/2024/2224,Warinder Kara
KAR/BEN/2024/2225,Janani Sidhu
KAR/KOP/2024/2226,Chavvi Kumer
KAR/DAV/2024/2227,Prisha Talwar
KAR/BEN/2024/2228,Aayush Lad
KAR/TUM/2024/2229,Udant Sawhney
KAR/HUB/2024/2230,Urvashi Mani
KAR/VIJ/2024/2231,Nitesh Butala
KAR/MYS/2024/2232,Nathan Sachdeva
KAR/DAV/2024/2233,Harita Vig
KAR/CHI/2024/2234,Gauri Sama
KAR/VIJ/2024/2235,Farhan Ganesh
KAR/DAV/2024/2236,Harish Shenoy
KAR/BID/2024/2237,Madhav Chanda
KAR/MAN/2024/2238,Kai Srivastava
KAR/KOL/2024/2239,Siddharth Batra
KAR/BEN/2024/2240,Amara Sethi
KAR/KOP/2024/2241,Lajita Narula
KAR/HAS/2024/2242,Jeremiah Saran
KAR/BEN/2024/2243,Yatin Walia
KAR/BEL/2024/2244,Kevin Venkataraman
KAR/BID/2024/2245,Dalbir Maharaj
KAR/KOL/2024/2246,Luke Sur
KAR/UDU/2024/2247,Ryan Krish
KAR/BEN/2024/2248,Kashish Gopal
KAR/KAL/2024/2249,Ryan Lad
KAR/BEN/2024/2250,Fitan Lall
KAR/BEN/2024/2251,Charan Solanki
KAR/HAS/2024/2252,Naksh Minhas
KAR/MYS/2024/2253,Pratyush Narain
KAR/BEN/2024/2254,Mohammed Wagle
KAR/TUM/2024/2255,Daksha Lalla
KAR/DAV/2024/2256,Kashish Kumer
KAR/BEN/2024/2257,Madhavi Lad
KAR/BEN/2024/2258,Zashil Kothari
KAR/VIJ/2024/2259,Tanish Mitter
KAR/BEN/2024/2260,Vrinda Dixit
KAR/BEN/2024/2261,Upma Kamdar
KAR/RAI/2024/2262,Dominic Gokhale
KAR/TUM/2024/2263,Falguni Shankar
KAR/HAS/2024/2264,Vivaan Amble
KAR/BEN/2024/2265,Jackson Balay
KAR/KOP/2024/2266,Luke Mahal
KAR/BAL/2024/2267,Shaurya Nayar
KAR/BEN/2024/2268,Dominic Banerjee
KAR/DAV/2024/2269,Banjeet Sundaram
KAR/BEN/2024/2270,Chandani Balan
KAR/BEN/2024/2271,Priya Vig
KAR/VIJ/2024/2272,Panini Singhal
KAR/TUM/2024/2273,Frederick Lad
KAR/HAS/2024/2274,Jagat Goswami
KAR/RAI/2024/2275,Gabriel Pau
KAR/KOL/2024/2276,Vedika Lad
KAR/MYS/2024/2277,Jacob Dass
KAR/BID/2024/2278,Dhriti Johal
KAR/BEN/2024/2279,Thomas Muni
KAR/BAL/2024/2280,Chandresh Borde
KAR/UDU/2024/2281,Arya Bose
KAR/DAV/2024/2282,Nikita Kothari
KAR/BEN/2024/2283,Nathan Pandit
KAR/BEN/2024/2284,Yachana Buch
KAR/HAS/2024/2285,Krishna Dhar
KAR/BEN/2024/2286,Ekanta Balasubramanian
KAR/HUB/2024/2287,Vasudha Baral
KAR/DAV/2024/2288,Imaran Mishra
KAR/SHI/2024/2289,Reyansh Magar
KAR/HUB/2024/2290,Jacob Modi
KAR/KOP/2024/2291,Yug Nadkarni
KAR/BEN/2024/2292,Karan Kanda
KAR/BEN/2024/2293,Shaurya Gole
KAR/KOL/2024/2294,Ladli Natt
KAR/BEN/2024/2295,Anya Varty
KAR/BEN/2024/2296,Balveer Nayar
KAR/BEN/2024/2297,Jai Barman
KAR/BEN/2024/2298,Shivani Garg
KAR/MYS/2024/2299,Kabir Choudhary
KAR/KOP/2024/2300,Dipta Bala
KAR/KOL/2024/2301,Anirudh Pau
KAR/TUM/2024/2302,Veer Mangat
KAR/BEN/2024/2303,Owen More
KAR/KOP/2024/2304,Jyoti Jhaveri
KAR/BEN/2024/2305,Chandani Upadhyay
KAR/BEN/2024/2306,Lopa Gill
KAR/HUB/2024/2307,Baljiwan Mistry
KAR/VIJ/2024/2308,Hardik Karan
KAR/DAV/2024/2309,Ekanta Dugar
KAR/HUB/2024/2310,Gautam Solanki
KAR/BEN/2024/2311,Dhriti Mukhopadhyay
KAR/KOP/2024/2312,Imaran Deshpande
KAR/MAN/2024/2313,Urishilla Maharaj
KAR/BEN/2024/2314,Pranav Chand
KAR/VIJ/2024/2315,Aryan Bhat
KAR/MYS/2024/2316,Fitan Borra
KAR/DAV/2024/2317,Samar Chaudhari
KAR/KAL/2024/2318,Onkar Pradhan
KAR/BEN/2024/2319,Faras Kari
KAR/KOP/2024/2320,Bhavani Handa
KAR/MYS/2024/2321,Ganga Shroff
KAR/BAL/2024/2322,Ria Karnik
KAR/MYS/2024/2323,Zashil Sibal
KAR/BEN/2024/2324,Siddharth D’Alia
KAR/CHI/2024/2325,Kai Mohanty
KAR/TUM/2024/2326,Ikbal Gaba
KAR/BEL/2024/2327,Ekaja Trivedi
KAR/RAI/2024/2328,Jeremiah Chowdhury
KAR/RAI/2024/2329,Nandini Amble
KAR/BEN/2024/2330,Ikshita Raman
KAR/MAN/2024/2331,Dev Mutti
KAR/TUM/2024/2332,Garima Swamy
KAR/BEN/2024/2333,Yatin Swaminathan
KAR/BAL/2024/2334,Azad Tank
KAR/MYS/2024/2335,Krish Gara
KAR/BEN/2024/2336,Meera Zachariah
KAR/BEN/2024/2337,Dev Ram
KAR/BEL/2024/2338,Neha Naik
KAR/SHI/2024/2339,Sarthak Choudhry
KAR/BEN/2024/2340,Ishwar Nayak
KAR/BEN/2024/2341,Neha Vig
KAR/BEN/2024/2342,Kalpit Sahni
KAR/BEN/2024/2343,Patrick Khalsa
KAR/BEN/2024/2344,Omisha Malhotra
KAR/HAS/2024/2345,Ronith Amble
KAR/BID/2024/2346,Ati Munshi
KAR/BEN/2024/2347,Saumya Dave
KAR/BEN/2024/2348,Gaurav Varughese
KAR/BEN/2024/2349,Vihaan Panchal
KAR/DAV/2024/2350,Jai Narain
KAR/BEN/2024/2351,Omya Wagle
KAR/KAL/2024/2352,Mekhala Shenoy
KAR/BEN/2024/2353,Ranbir Kuruvilla
KAR/DAV/2024/2354,Laksh Pandya
KAR/VIJ/2024/2355,Radha Banerjee
KAR/HAS/2024/2356,Dakshesh Tella
KAR/HAS/2024/2357,Darpan Bose
KAR/BEN/2024/2358,Eesha Srivastava
KAR/UDU/2024/2359,Megha Biswas
KAR/CHI/2024/2360,Jhalak Parekh
KAR/MYS/2024/2361,Lipika Sengupta
KAR/BAL/2024/2362,Niharika Mangal
KAR/BEN/2024/2363,Udyati Sekhon
KAR/HAS/2024/2364,Hitesh Grewal
KAR/BAL/2024/2365,Maanav Salvi
KAR/UDU/2024/2366,Kabir Bala
KAR/RAI/2024/2367,Jason Rai
KAR/DAV/2024/2368,Dakshesh Chacko
KAR/VIJ/2024/2369,Ekansh Shere
KAR/BEN/2024/2370,Jai Sani
KAR/BEN/2024/2371,Osha Sridhar
KAR/KOL/2024/2372,Kevin Thaker
KAR/SHI/2024/2373,Daniel Sawhney
KAR/BAL/2024/2374,Yochana Agate
KAR/BEN/2024/2375,Aradhana Contractor
KAR/BEN/2024/2376,Rehaan Solanki
KAR/VIJ/2024/2377,Yahvi Deo
KAR/VIJ/2024/2378,Watika Natarajan
KAR/BEN/2024/2379,Chandran Wagle
KAR/KAL/2024/2380,Praneel Date
KAR/BEN/2024/2381,Udarsh Hans
KAR/KOP/2024/2382,Balveer Venkataraman
KAR/MYS/2024/2383,Manbir Trivedi
KAR/HUB/2024/2384,Aarush Uppal
KAR/BEN/2024/2385,Laban Pingle
KAR/BAL/2024/2386,Anika Chakrabarti
KAR/UDU/2024/2387,Aarnav Bakshi
KAR/CHI/2024/2388,Osha Nath
KAR/BEN/2024/2389,Dalbir Tailor
KAR/BEN/2024/2390,Dipta Sama
KAR/BID/2024/2391,Charvi Mannan
KAR/SHI/2024/2392,Elijah Barad
KAR/BEN/2024/2393,Qasim Shankar
KAR/BEN/2024/2394,Madhavi Guha
KAR/MAN/2024/2395,Pahal Balasubramanian
KAR/KOL/2024/2396,Krishna Kota
KAR/BEN/2024/2397,Udant Ganesan
KAR/RAI/2024/2398,Brinda Suri
KAR/KAL/2024/2399,Anya Sharma
KAR/BEN/2024/2400,Vaishnavi Devan
KAR/BEN/2024/2401,Kevin Bassi
KAR/BEN/2024/2402,Yatin Keer
KAR/BAL/2024/2403,Xalak Borah
KAR/RAI/2024/2404,Edhitha Puri
KAR/BEN/2024/2405,Ojas Sunder
KAR/BEL/2024/2406,Tanay Mane
KAR/BEN/2024/2407,Advik Raj
KAR/RAI/2024/2408,Harinakshi Gupta
KAR/BEN/2024/2409,Aayush Contractor
KAR/VIJ/2024/2410,Ikshita Pingle
KAR/BEN/2024/2411,Sanaya Mutti
KAR/TUM/2024/2412,Kashish Kapadia
KAR/BEN/2024/2413,Vincent Sahni
KAR/KOL/2024/2414,Anthony Chana
KAR/BEN/2024/2415,Advik Borra
KAR/UDU/2024/2416,Deepa D’Alia
KAR/TUM/2024/2417,Advay Yadav
KAR/KOL/2024/2418,Umang Khosla
